Date,Day_of_Week,is_weekend,pay_day,product_category,product_name,unit_cost,discount_rate,Selling_Price,Total_Units_Sold,Total_Revenue,Profit
2025-03-23,Sunday,1,0,Juicy Juice,Dynamic Green,17000,0.1,36000.0,16,576000.0,304000.0
2025-03-23,Sunday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,31,1240000.0,713000.0
2025-03-24,Monday,0,0,Freshy Coconut,Coconut Water,8000,0.1,16200.0,79,1279800.0,647800.0
2025-03-24,Monday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,51,1020000.0,561000.0
2025-03-24,Monday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,34,1530000.0,884000.0
2025-03-24,Monday,0,0,Nut Milk,Vanilla Shake,19000,0.1,40500.0,13,526500.0,279500.0
2025-03-24,Monday,0,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,18,720000.0,414000.0
2025-03-24,Monday,0,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,12,480000.0,276000.0
2025-03-24,Monday,0,0,Juicy Juice,Sun Kissed,17000,0.1,36000.0,22,792000.0,418000.0
2025-03-25,Tuesday,0,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,68,1224000.0,680000.0
2025-03-25,Tuesday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,39,780000.0,429000.0
2025-03-25,Tuesday,0,0,Nut Milk,Choco Blast,19000,0.1,40500.0,35,1417500.0,752500.0
2025-03-25,Tuesday,0,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,11,495000.0,286000.0
2025-03-25,Tuesday,0,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,17,680000.0,391000.0
2025-03-25,Tuesday,0,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,9,360000.0,207000.0
2025-03-25,Tuesday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,15,600000.0,345000.0
2025-03-26,Wednesday,0,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,71,1278000.0,710000.0
2025-03-26,Wednesday,0,1,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,74,1332000.0,666000.0
2025-03-26,Wednesday,0,1,Nut Milk,Choco Blast,19000,0.1,40500.0,42,1701000.0,903000.0
2025-03-26,Wednesday,0,1,Nut Milk,Vanilla Shake,19000,0.0,45000.0,13,585000.0,338000.0
2025-03-26,Wednesday,0,1,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,31,1116000.0,589000.0
2025-03-26,Wednesday,0,1,Juicy Juice,Dynamic Green,17000,0.2,32000.0,20,640000.0,300000.0
2025-03-26,Wednesday,0,1,Juicy Juice,Sun Kissed,17000,0.0,40000.0,25,1000000.0,575000.0
2025-03-27,Thursday,0,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,105,1890000.0,1050000.0
2025-03-27,Thursday,0,1,Freshy Coconut,Kelapa Ijo,9000,0.2,16000.0,102,1632000.0,714000.0
2025-03-27,Thursday,0,1,Nut Milk,Choco Blast,19000,0.1,40500.0,55,2227500.0,1182500.0
2025-03-27,Thursday,0,1,Nut Milk,Vanilla Shake,19000,0.0,45000.0,19,855000.0,494000.0
2025-03-27,Thursday,0,1,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,32,1280000.0,736000.0
2025-03-27,Thursday,0,1,Juicy Juice,Dynamic Green,17000,0.1,36000.0,17,612000.0,323000.0
2025-03-27,Thursday,0,1,Juicy Juice,Sun Kissed,17000,0.1,36000.0,28,1008000.0,532000.0
2025-03-28,Friday,1,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,98,1764000.0,980000.0
2025-03-28,Friday,1,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,71,1420000.0,781000.0
2025-03-28,Friday,1,1,Nut Milk,Choco Blast,19000,0.0,45000.0,48,2160000.0,1248000.0
2025-03-28,Friday,1,1,Nut Milk,Vanilla Shake,19000,0.0,45000.0,19,855000.0,494000.0
2025-03-28,Friday,1,1,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,31,1240000.0,713000.0
2025-03-28,Friday,1,1,Juicy Juice,Dynamic Green,17000,0.2,32000.0,24,768000.0,360000.0
2025-03-28,Friday,1,1,Juicy Juice,Sun Kissed,17000,0.2,32000.0,43,1376000.0,645000.0
2025-03-29,Saturday,1,1,Freshy Coconut,Coconut Water,8000,0.1,16200.0,187,3029400.0,1533400.0
2025-03-29,Saturday,1,1,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,107,1926000.0,963000.0
2025-03-29,Saturday,1,1,Nut Milk,Choco Blast,19000,0.0,45000.0,66,2970000.0,1716000.0
2025-03-29,Saturday,1,1,Nut Milk,Vanilla Shake,19000,0.2,36000.0,35,1260000.0,595000.0
2025-03-29,Saturday,1,1,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,41,1640000.0,943000.0
2025-03-29,Saturday,1,1,Juicy Juice,Dynamic Green,17000,0.0,40000.0,22,880000.0,506000.0
2025-03-29,Saturday,1,1,Juicy Juice,Sun Kissed,17000,0.0,40000.0,38,1520000.0,874000.0
2025-03-30,Sunday,1,1,Freshy Coconut,Coconut Water,8000,0.2,14400.0,197,2836800.0,1260800.0
2025-03-30,Sunday,1,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,103,2060000.0,1133000.0
2025-03-30,Sunday,1,1,Nut Milk,Choco Blast,19000,0.2,36000.0,84,3024000.0,1428000.0
2025-03-30,Sunday,1,1,Nut Milk,Vanilla Shake,19000,0.0,45000.0,23,1035000.0,598000.0
2025-03-30,Sunday,1,1,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,42,1680000.0,966000.0
2025-03-30,Sunday,1,1,Juicy Juice,Dynamic Green,17000,0.0,40000.0,20,800000.0,460000.0
2025-03-30,Sunday,1,1,Juicy Juice,Sun Kissed,17000,0.1,36000.0,42,1512000.0,798000.0
2025-03-31,Monday,0,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,82,1476000.0,820000.0
2025-03-31,Monday,0,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,61,1220000.0,671000.0
2025-03-31,Monday,0,1,Nut Milk,Choco Blast,19000,0.0,45000.0,40,1800000.0,1040000.0
2025-03-31,Monday,0,1,Nut Milk,Vanilla Shake,19000,0.2,36000.0,24,864000.0,408000.0
2025-03-31,Monday,0,1,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,26,1040000.0,598000.0
2025-03-31,Monday,0,1,Juicy Juice,Dynamic Green,17000,0.0,40000.0,12,480000.0,276000.0
2025-03-31,Monday,0,1,Juicy Juice,Sun Kissed,17000,0.1,36000.0,33,1188000.0,627000.0
2025-04-01,Tuesday,0,1,Freshy Coconut,Coconut Water,8000,0.1,16200.0,73,1182600.0,598600.0
2025-04-01,Tuesday,0,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,67,1340000.0,737000.0
2025-04-01,Tuesday,0,1,Nut Milk,Choco Blast,19000,0.0,45000.0,40,1800000.0,1040000.0
2025-04-01,Tuesday,0,1,Nut Milk,Vanilla Shake,19000,0.1,40500.0,16,648000.0,344000.0
2025-04-01,Tuesday,0,1,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,27,972000.0,513000.0
2025-04-01,Tuesday,0,1,Juicy Juice,Dynamic Green,17000,0.0,40000.0,14,560000.0,322000.0
2025-04-01,Tuesday,0,1,Juicy Juice,Sun Kissed,17000,0.0,40000.0,22,880000.0,506000.0
2025-04-02,Wednesday,0,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,87,1566000.0,870000.0
2025-04-02,Wednesday,0,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,57,1140000.0,627000.0
2025-04-02,Wednesday,0,1,Nut Milk,Choco Blast,19000,0.0,45000.0,41,1845000.0,1066000.0
2025-04-02,Wednesday,0,1,Nut Milk,Vanilla Shake,19000,0.1,40500.0,19,769500.0,408500.0
2025-04-02,Wednesday,0,1,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,27,1080000.0,621000.0
2025-04-02,Wednesday,0,1,Juicy Juice,Dynamic Green,17000,0.0,40000.0,12,480000.0,276000.0
2025-04-02,Wednesday,0,1,Juicy Juice,Sun Kissed,17000,0.1,36000.0,29,1044000.0,551000.0
2025-04-03,Thursday,0,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,83,1494000.0,830000.0
2025-04-03,Thursday,0,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,72,1440000.0,792000.0
2025-04-03,Thursday,0,1,Nut Milk,Choco Blast,19000,0.2,36000.0,59,2124000.0,1003000.0
2025-04-03,Thursday,0,1,Nut Milk,Vanilla Shake,19000,0.0,45000.0,17,765000.0,442000.0
2025-04-03,Thursday,0,1,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,31,1240000.0,713000.0
2025-04-03,Thursday,0,1,Juicy Juice,Dynamic Green,17000,0.0,40000.0,14,560000.0,322000.0
2025-04-03,Thursday,0,1,Juicy Juice,Sun Kissed,17000,0.0,40000.0,28,1120000.0,644000.0
2025-04-04,Friday,1,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,92,1656000.0,920000.0
2025-04-04,Friday,1,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,81,1620000.0,891000.0
2025-04-04,Friday,1,1,Nut Milk,Choco Blast,19000,0.1,40500.0,62,2511000.0,1333000.0
2025-04-04,Friday,1,1,Nut Milk,Vanilla Shake,19000,0.1,40500.0,25,1012500.0,537500.0
2025-04-04,Friday,1,1,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,39,1404000.0,741000.0
2025-04-04,Friday,1,1,Juicy Juice,Dynamic Green,17000,0.2,32000.0,28,896000.0,420000.0
2025-04-04,Friday,1,1,Juicy Juice,Sun Kissed,17000,0.1,36000.0,39,1404000.0,741000.0
2025-04-05,Saturday,1,1,Freshy Coconut,Coconut Water,8000,0.2,14400.0,183,2635200.0,1171200.0
2025-04-05,Saturday,1,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,98,1960000.0,1078000.0
2025-04-05,Saturday,1,1,Nut Milk,Choco Blast,19000,0.1,40500.0,73,2956500.0,1569500.0
2025-04-05,Saturday,1,1,Nut Milk,Vanilla Shake,19000,0.0,45000.0,25,1125000.0,650000.0
2025-04-05,Saturday,1,1,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,46,1840000.0,1058000.0
2025-04-05,Saturday,1,1,Juicy Juice,Dynamic Green,17000,0.0,40000.0,19,760000.0,437000.0
2025-04-05,Saturday,1,1,Juicy Juice,Sun Kissed,17000,0.1,36000.0,46,1656000.0,874000.0
2025-04-06,Sunday,1,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,109,1962000.0,1090000.0
2025-04-06,Sunday,1,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,79,1580000.0,869000.0
2025-04-06,Sunday,1,0,Nut Milk,Choco Blast,19000,0.0,45000.0,47,2115000.0,1222000.0
2025-04-06,Sunday,1,0,Nut Milk,Vanilla Shake,19000,0.1,40500.0,22,891000.0,473000.0
2025-04-06,Sunday,1,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,29,1160000.0,667000.0
2025-04-06,Sunday,1,0,Juicy Juice,Dynamic Green,17000,0.1,36000.0,16,576000.0,304000.0
2025-04-06,Sunday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,26,1040000.0,598000.0
2025-04-07,Monday,0,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,61,1098000.0,610000.0
2025-04-07,Monday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,60,1080000.0,540000.0
2025-04-07,Monday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,27,1215000.0,702000.0
2025-04-07,Monday,0,0,Nut Milk,Vanilla Shake,19000,0.1,40500.0,17,688500.0,365500.0
2025-04-07,Monday,0,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,20,800000.0,460000.0
2025-04-07,Monday,0,0,Juicy Juice,Dynamic Green,17000,0.2,32000.0,12,384000.0,180000.0
2025-04-07,Monday,0,0,Juicy Juice,Sun Kissed,17000,0.1,36000.0,21,756000.0,399000.0
2025-04-08,Tuesday,0,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,55,990000.0,550000.0
2025-04-08,Tuesday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,47,940000.0,517000.0
2025-04-08,Tuesday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,24,1080000.0,624000.0
2025-04-08,Tuesday,0,0,Nut Milk,Vanilla Shake,19000,0.1,40500.0,13,526500.0,279500.0
2025-04-08,Tuesday,0,0,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,23,828000.0,437000.0
2025-04-08,Tuesday,0,0,Juicy Juice,Dynamic Green,17000,0.2,32000.0,12,384000.0,180000.0
2025-04-08,Tuesday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,16,640000.0,368000.0
2025-04-09,Wednesday,0,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,48,864000.0,480000.0
2025-04-09,Wednesday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,55,990000.0,495000.0
2025-04-09,Wednesday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,32,1440000.0,832000.0
2025-04-09,Wednesday,0,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,11,495000.0,286000.0
2025-04-09,Wednesday,0,0,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,19,684000.0,361000.0
2025-04-09,Wednesday,0,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,11,440000.0,253000.0
2025-04-09,Wednesday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,19,760000.0,437000.0
2025-04-10,Thursday,0,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,66,1188000.0,660000.0
2025-04-10,Thursday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,63,1134000.0,567000.0
2025-04-10,Thursday,0,0,Nut Milk,Choco Blast,19000,0.1,40500.0,45,1822500.0,967500.0
2025-04-10,Thursday,0,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,15,675000.0,390000.0
2025-04-10,Thursday,0,0,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,25,900000.0,475000.0
2025-04-10,Thursday,0,0,Juicy Juice,Dynamic Green,17000,0.2,32000.0,15,480000.0,225000.0
2025-04-10,Thursday,0,0,Juicy Juice,Sun Kissed,17000,0.1,36000.0,22,792000.0,418000.0
2025-04-11,Friday,1,0,Freshy Coconut,Coconut Water,8000,0.2,14400.0,138,1987200.0,883200.0
2025-04-11,Friday,1,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,51,1020000.0,561000.0
2025-04-11,Friday,1,0,Nut Milk,Choco Blast,19000,0.1,40500.0,43,1741500.0,924500.0
2025-04-11,Friday,1,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,13,585000.0,338000.0
2025-04-11,Friday,1,0,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,35,1260000.0,665000.0
2025-04-11,Friday,1,0,Juicy Juice,Dynamic Green,17000,0.1,36000.0,17,612000.0,323000.0
2025-04-11,Friday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,19,760000.0,437000.0
2025-04-12,Saturday,1,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,107,1926000.0,1070000.0
2025-04-12,Saturday,1,0,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,91,1638000.0,819000.0
2025-04-12,Saturday,1,0,Nut Milk,Choco Blast,19000,0.1,40500.0,55,2227500.0,1182500.0
2025-04-12,Saturday,1,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,20,900000.0,520000.0
2025-04-12,Saturday,1,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,30,1200000.0,690000.0
2025-04-12,Saturday,1,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,14,560000.0,322000.0
2025-04-12,Saturday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,31,1240000.0,713000.0
2025-04-13,Sunday,1,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,95,1710000.0,950000.0
2025-04-13,Sunday,1,0,Freshy Coconut,Kelapa Ijo,9000,0.2,16000.0,110,1760000.0,770000.0
2025-04-13,Sunday,1,0,Nut Milk,Choco Blast,19000,0.0,45000.0,41,1845000.0,1066000.0
2025-04-13,Sunday,1,0,Nut Milk,Vanilla Shake,19000,0.1,40500.0,26,1053000.0,559000.0
2025-04-13,Sunday,1,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,29,1160000.0,667000.0
2025-04-13,Sunday,1,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,13,520000.0,299000.0
2025-04-13,Sunday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,29,1160000.0,667000.0
2025-04-14,Monday,0,0,Freshy Coconut,Coconut Water,8000,0.1,16200.0,81,1312200.0,664200.0
2025-04-14,Monday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,41,820000.0,451000.0
2025-04-14,Monday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,30,1350000.0,780000.0
2025-04-14,Monday,0,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,12,540000.0,312000.0
2025-04-14,Monday,0,0,Juicy Juice,Tropical Vibes,17000,0.2,32000.0,32,1024000.0,480000.0
2025-04-14,Monday,0,0,Juicy Juice,Dynamic Green,17000,0.2,32000.0,16,512000.0,240000.0
2025-04-14,Monday,0,0,Juicy Juice,Sun Kissed,17000,0.1,36000.0,20,720000.0,380000.0
2025-04-15,Tuesday,0,0,Freshy Coconut,Coconut Water,8000,0.1,16200.0,82,1328400.0,672400.0
2025-04-15,Tuesday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,51,918000.0,459000.0
2025-04-15,Tuesday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,24,1080000.0,624000.0
2025-04-15,Tuesday,0,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,10,450000.0,260000.0
2025-04-15,Tuesday,0,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,17,680000.0,391000.0
2025-04-15,Tuesday,0,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,9,360000.0,207000.0
2025-04-15,Tuesday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,17,680000.0,391000.0
2025-04-16,Wednesday,0,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,55,990000.0,550000.0
2025-04-16,Wednesday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,41,820000.0,451000.0
2025-04-16,Wednesday,0,0,Nut Milk,Choco Blast,19000,0.1,40500.0,33,1336500.0,709500.0
2025-04-16,Wednesday,0,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,10,450000.0,260000.0
2025-04-16,Wednesday,0,0,Juicy Juice,Tropical Vibes,17000,0.2,32000.0,30,960000.0,450000.0
2025-04-16,Wednesday,0,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,8,320000.0,184000.0
2025-04-16,Wednesday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,18,720000.0,414000.0
2025-04-17,Thursday,0,0,Freshy Coconut,Coconut Water,8000,0.2,14400.0,103,1483200.0,659200.0
2025-04-17,Thursday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,42,840000.0,462000.0
2025-04-17,Thursday,0,0,Nut Milk,Choco Blast,19000,0.1,40500.0,40,1620000.0,860000.0
2025-04-17,Thursday,0,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,12,540000.0,312000.0
2025-04-17,Thursday,0,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,20,800000.0,460000.0
2025-04-17,Thursday,0,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,10,400000.0,230000.0
2025-04-17,Thursday,0,0,Juicy Juice,Sun Kissed,17000,0.2,32000.0,30,960000.0,450000.0
2025-04-18,Friday,1,0,Freshy Coconut,Coconut Water,8000,0.2,14400.0,113,1627200.0,723200.0
2025-04-18,Friday,1,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,55,1100000.0,605000.0
2025-04-18,Friday,1,0,Nut Milk,Choco Blast,19000,0.0,45000.0,40,1800000.0,1040000.0
2025-04-18,Friday,1,0,Nut Milk,Vanilla Shake,19000,0.1,40500.0,17,688500.0,365500.0
2025-04-18,Friday,1,0,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,29,1044000.0,551000.0
2025-04-18,Friday,1,0,Juicy Juice,Dynamic Green,17000,0.1,36000.0,14,504000.0,266000.0
2025-04-18,Friday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,22,880000.0,506000.0
2025-04-19,Saturday,1,0,Freshy Coconut,Coconut Water,8000,0.2,14400.0,139,2001600.0,889600.0
2025-04-19,Saturday,1,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,54,1080000.0,594000.0
2025-04-19,Saturday,1,0,Nut Milk,Choco Blast,19000,0.1,40500.0,41,1660500.0,881500.0
2025-04-19,Saturday,1,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,18,810000.0,468000.0
2025-04-19,Saturday,1,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,27,1080000.0,621000.0
2025-04-19,Saturday,1,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,15,600000.0,345000.0
2025-04-19,Saturday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,27,1080000.0,621000.0
2025-04-20,Sunday,1,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,85,1530000.0,850000.0
2025-04-20,Sunday,1,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,69,1380000.0,759000.0
2025-04-20,Sunday,1,0,Nut Milk,Choco Blast,19000,0.1,40500.0,72,2916000.0,1548000.0
2025-04-20,Sunday,1,0,Nut Milk,Vanilla Shake,19000,0.2,36000.0,25,900000.0,425000.0
2025-04-20,Sunday,1,0,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,37,1332000.0,703000.0
2025-04-20,Sunday,1,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,17,680000.0,391000.0
2025-04-20,Sunday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,29,1160000.0,667000.0
2025-04-21,Monday,0,0,Freshy Coconut,Coconut Water,8000,0.1,16200.0,83,1344600.0,680600.0
2025-04-21,Monday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,45,900000.0,495000.0
2025-04-21,Monday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,31,1395000.0,806000.0
2025-04-21,Monday,0,0,Nut Milk,Vanilla Shake,19000,0.2,36000.0,15,540000.0,255000.0
2025-04-21,Monday,0,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,22,880000.0,506000.0
2025-04-21,Monday,0,0,Juicy Juice,Dynamic Green,17000,0.2,32000.0,13,416000.0,195000.0
2025-04-21,Monday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,16,640000.0,368000.0
2025-04-22,Tuesday,0,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,60,1080000.0,600000.0
2025-04-22,Tuesday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,34,680000.0,374000.0
2025-04-22,Tuesday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,26,1170000.0,676000.0
2025-04-22,Tuesday,0,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,12,540000.0,312000.0
2025-04-22,Tuesday,0,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,18,720000.0,414000.0
2025-04-22,Tuesday,0,0,Juicy Juice,Dynamic Green,17000,0.1,36000.0,9,324000.0,171000.0
2025-04-22,Tuesday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,15,600000.0,345000.0
2025-04-23,Wednesday,0,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,63,1134000.0,630000.0
2025-04-23,Wednesday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,40,800000.0,440000.0
2025-04-23,Wednesday,0,0,Nut Milk,Choco Blast,19000,0.0,45000.0,31,1395000.0,806000.0
2025-04-23,Wednesday,0,0,Nut Milk,Vanilla Shake,19000,0.1,40500.0,15,607500.0,322500.0
2025-04-23,Wednesday,0,0,Juicy Juice,Tropical Vibes,17000,0.0,40000.0,19,760000.0,437000.0
2025-04-23,Wednesday,0,0,Juicy Juice,Dynamic Green,17000,0.1,36000.0,11,396000.0,209000.0
2025-04-23,Wednesday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,19,760000.0,437000.0
2025-04-24,Thursday,0,0,Freshy Coconut,Coconut Water,8000,0.2,14400.0,110,1584000.0,704000.0
2025-04-24,Thursday,0,0,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,46,828000.0,414000.0
2025-04-24,Thursday,0,0,Nut Milk,Choco Blast,19000,0.2,36000.0,42,1512000.0,714000.0
2025-04-24,Thursday,0,0,Nut Milk,Vanilla Shake,19000,0.2,36000.0,16,576000.0,272000.0
2025-04-24,Thursday,0,0,Juicy Juice,Tropical Vibes,17000,0.2,32000.0,28,896000.0,420000.0
2025-04-24,Thursday,0,0,Juicy Juice,Dynamic Green,17000,0.0,40000.0,12,480000.0,276000.0
2025-04-24,Thursday,0,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,21,840000.0,483000.0
2025-04-25,Friday,1,0,Freshy Coconut,Coconut Water,8000,0.0,18000.0,65,1170000.0,650000.0
2025-04-25,Friday,1,0,Freshy Coconut,Kelapa Ijo,9000,0.2,16000.0,79,1264000.0,553000.0
2025-04-25,Friday,1,0,Nut Milk,Choco Blast,19000,0.0,45000.0,45,2025000.0,1170000.0
2025-04-25,Friday,1,0,Nut Milk,Vanilla Shake,19000,0.0,45000.0,15,675000.0,390000.0
2025-04-25,Friday,1,0,Juicy Juice,Tropical Vibes,17000,0.1,36000.0,32,1152000.0,608000.0
2025-04-25,Friday,1,0,Juicy Juice,Dynamic Green,17000,0.2,32000.0,18,576000.0,270000.0
2025-04-25,Friday,1,0,Juicy Juice,Sun Kissed,17000,0.0,40000.0,24,960000.0,552000.0
2025-04-26,Saturday,1,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,143,2574000.0,1430000.0
2025-04-26,Saturday,1,1,Freshy Coconut,Kelapa Ijo,9000,0.0,20000.0,91,1820000.0,1001000.0
2025-04-26,Saturday,1,1,Nut Milk,Choco Blast,19000,0.2,36000.0,94,3384000.0,1598000.0
2025-04-26,Saturday,1,1,Nut Milk,Vanilla Shake,19000,0.0,45000.0,29,1305000.0,754000.0
2025-04-26,Saturday,1,1,Juicy Juice,Tropical Vibes,17000,0.2,32000.0,55,1760000.0,825000.0
2025-04-26,Saturday,1,1,Juicy Juice,Dynamic Green,17000,0.1,36000.0,27,972000.0,513000.0
2025-04-26,Saturday,1,1,Juicy Juice,Sun Kissed,17000,0.0,40000.0,42,1680000.0,966000.0
2025-04-27,Sunday,1,1,Freshy Coconut,Coconut Water,8000,0.0,18000.0,126,2268000.0,1260000.0
2025-04-27,Sunday,1,1,Freshy Coconut,Kelapa Ijo,9000,0.1,18000.0,134,2412000.0,1206000.0
2025-04-27,Sunday,1,1,Nut Milk,Choco Blast,19000,0.1,40500.0,74,2997000.0,1591000.0
2025-04-27,Sunday,1,1,Nut Milk,Vanilla Shake,19000,0.2,36000.0,37,1332000.0,629000.0
