"CUST_ID","ORDER_ID","ORDER_DATETIME","DAYS_ELAPSED_TMAX","DAYS_FROM_CUST_LAST_ORDER","REVENUE","QUANTITY","STORE_ID","PRODUCT_ID","ORDER_STATUS","SHIPMENT_STATUS"
29,1895,"2022-03-27 21:29:34",16,0,28.25,5,23,32,"COMPLETE",
29,1895,"2022-03-27 21:29:34",16,0,79.78,2,23,17,"COMPLETE",
29,1895,"2022-03-27 21:29:34",16,0,56.42,2,23,20,"COMPLETE",
30,516,"2021-07-20 09:27:10",266,195,14.36,2,1,35,"COMPLETE","DELIVERED"
30,516,"2021-07-20 09:27:10",266,195,114.84,3,1,6,"COMPLETE","DELIVERED"
30,516,"2021-07-20 09:27:10",266,195,13.09,1,1,16,"COMPLETE","DELIVERED"
30,564,"2021-07-31 03:44:00",255,184,96.78,2,1,24,"COMPLETE","DELIVERED"
30,564,"2021-07-31 03:44:00",255,184,138.2,5,1,46,"COMPLETE","DELIVERED"
30,649,"2021-08-18 15:51:21",237,166,117.96,4,1,10,"CANCELLED",
30,649,"2021-08-18 15:51:21",237,166,43.71,1,1,5,"CANCELLED",
30,1123,"2021-11-15 14:40:34",148,77,186.7,5,1,30,"COMPLETE","DELIVERED"
30,1123,"2021-11-15 14:40:34",148,77,41.92,4,1,12,"COMPLETE","DELIVERED"
30,1476,"2022-01-13 23:07:42",89,18,56.42,2,1,20,"COMPLETE","DELIVERED"
30,1606,"2022-01-31 20:32:37",71,0,153.12,4,1,6,"COMPLETE","DELIVERED"
31,35,"2021-03-09 13:25:35",399,286,28.72,4,1,35,"COMPLETE","DELIVERED"
31,35,"2021-03-09 13:25:35",399,286,28.25,5,1,32,"COMPLETE","DELIVERED"
31,85,"2021-03-30 15:14:58",378,265,12.64,1,1,13,"COMPLETE","DELIVERED"
31,85,"2021-03-30 15:14:58",378,265,88.34,2,1,4,"COMPLETE","DELIVERED"
31,364,"2021-06-13 17:28:35",303,190,37.92,3,1,13,"COMPLETE","DELIVERED"
31,364,"2021-06-13 17:28:35",303,190,119.73,3,1,27,"COMPLETE","DELIVERED"
31,364,"2021-06-13 17:28:35",303,190,112.84,4,1,20,"COMPLETE","DELIVERED"
31,370,"2021-06-14 20:46:55",302,189,191.7,5,2,21,"COMPLETE",
31,370,"2021-06-14 20:46:55",302,189,39.2,4,2,25,"COMPLETE",
31,407,"2021-06-22 12:42:04",294,181,119.73,3,1,27,"COMPLETE","DELIVERED"
31,407,"2021-06-22 12:42:04",294,181,122.76,4,1,11,"COMPLETE","DELIVERED"
31,539,"2021-07-26 02:02:47",260,147,153.45,5,1,11,"CANCELLED",
31,1040,"2021-10-31 10:53:20",163,50,92.07,3,2,11,"COMPLETE",
31,1040,"2021-10-31 10:53:20",163,50,88.47,3,2,10,"COMPLETE",
31,1326,"2021-12-20 11:19:17",113,0,153.36,4,2,21,"COMPLETE",
31,1326,"2021-12-20 11:19:17",113,0,48.92,2,2,18,"COMPLETE",
31,1326,"2021-12-20 11:19:17",113,0,66.68,4,2,3,"COMPLETE",
32,32,"2021-03-07 19:55:05",401,249,37.92,3,3,13,"COMPLETE",
32,186,"2021-04-26 20:57:05",351,199,39.16,1,1,46,"COMPLETE","DELIVERED"
32,186,"2021-04-26 20:57:05",351,199,13.09,1,1,16,"COMPLETE","DELIVERED"
32,186,"2021-04-26 20:57:05",351,199,37,1,1,33,"COMPLETE","DELIVERED"
32,293,"2021-05-24 03:03:10",323,171,42.32,2,1,9,"COMPLETE","DELIVERED"
32,293,"2021-05-24 03:03:10",323,171,40.44,4,1,42,"COMPLETE","DELIVERED"
32,293,"2021-05-24 03:03:10",323,171,159.56,4,1,17,"COMPLETE","DELIVERED"
32,1023,"2021-10-28 15:36:46",166,14,33.28,2,3,43,"COMPLETE",
32,1023,"2021-10-28 15:36:46",166,14,88.34,2,3,4,"COMPLETE",
32,1101,"2021-11-11 04:36:12",152,0,119.67,3,1,17,"COMPLETE","DELIVERED"
33,424,"2021-06-26 03:36:59",290,177,98.84,4,1,29,"COMPLETE","DELIVERED"
33,424,"2021-06-26 03:36:59",290,177,16.95,3,1,32,"COMPLETE","DELIVERED"
33,496,"2021-07-13 16:14:36",273,160,153.45,5,4,11,"COMPLETE",
33,496,"2021-07-13 16:14:36",273,160,114.84,3,4,6,"COMPLETE",
33,795,"2021-09-13 21:54:11",211,98,39.89,1,1,17,"COMPLETE","DELIVERED"
33,795,"2021-09-13 21:54:11",211,98,176.68,4,1,4,"COMPLETE","DELIVERED"
33,795,"2021-09-13 21:54:11",211,98,19.6,2,1,25,"COMPLETE","DELIVERED"
33,955,"2021-10-16 19:05:38",178,65,21.54,3,1,35,"COMPLETE","DELIVERED"
33,955,"2021-10-16 19:05:38",178,65,199.45,5,1,17,"COMPLETE","DELIVERED"
33,967,"2021-10-18 10:58:11",176,63,95.04,3,1,45,"COMPLETE","DELIVERED"
33,1329,"2021-12-20 18:10:04",113,0,59.02,2,1,37,"COMPLETE","DELIVERED"
33,1329,"2021-12-20 18:10:04",113,0,146.25,3,1,26,"COMPLETE","DELIVERED"
33,1329,"2021-12-20 18:10:04",113,0,98.24,2,1,36,"COMPLETE","DELIVERED"
34,210,"2021-05-02 04:57:03",345,147,58.74,3,5,8,"CANCELLED",
34,849,"2021-09-26 04:29:39",198,0,33.34,2,1,3,"COMPLETE","DELIVERED"
34,849,"2021-09-26 04:29:39",198,0,14.36,2,1,35,"COMPLETE","DELIVERED"
35,341,"2021-06-06 12:16:25",310,182,41.92,4,1,12,"COMPLETE","DELIVERED"
35,341,"2021-06-06 12:16:25",310,182,16.64,1,1,43,"COMPLETE","DELIVERED"
35,520,"2021-07-21 03:43:19",265,137,24.46,1,6,18,"COMPLETE",
35,520,"2021-07-21 03:43:19",265,137,112.84,4,6,20,"COMPLETE",
35,545,"2021-07-27 06:39:03",259,131,136.24,4,1,40,"COMPLETE","DELIVERED"
35,545,"2021-07-27 06:39:03",259,131,117.96,4,1,10,"COMPLETE","DELIVERED"
35,545,"2021-07-27 06:39:03",259,131,97.5,2,1,26,"COMPLETE","DELIVERED"
35,553,"2021-07-29 02:37:41",257,129,186.7,5,1,30,"COMPLETE","DELIVERED"
35,553,"2021-07-29 02:37:41",257,129,63.48,3,1,9,"COMPLETE","DELIVERED"
35,591,"2021-08-07 06:30:15",248,120,97.5,2,6,26,"COMPLETE",
35,640,"2021-08-17 18:49:20",238,110,50.01,3,1,3,"REFUNDED","DELIVERED"
35,640,"2021-08-17 18:49:20",238,110,79.78,2,1,17,"REFUNDED","DELIVERED"
35,1231,"2021-12-05 07:20:08",128,0,27.94,2,6,15,"COMPLETE",
35,1231,"2021-12-05 07:20:08",128,0,195.8,5,6,46,"COMPLETE",
35,1231,"2021-12-05 07:20:08",128,0,97.9,5,6,8,"COMPLETE",
36,329,"2021-06-03 00:49:19",313,226,48.75,1,1,26,"COMPLETE","DELIVERED"
36,329,"2021-06-03 00:49:19",313,226,41.32,4,1,23,"COMPLETE","DELIVERED"
36,372,"2021-06-15 18:47:48",301,214,79.78,2,7,17,"COMPLETE",
36,669,"2021-08-23 09:00:05",232,145,51.2,5,1,28,"COMPLETE","DELIVERED"
36,669,"2021-08-23 09:00:05",232,145,59.02,2,1,37,"COMPLETE","DELIVERED"
36,1490,"2022-01-15 22:51:20",87,0,22,2,7,39,"COMPLETE",
36,1490,"2022-01-15 22:51:20",87,0,71.7,5,7,19,"COMPLETE",
37,226,"2021-05-05 02:55:08",342,143,28.68,2,1,19,"COMPLETE","DELIVERED"
37,226,"2021-05-05 02:55:08",342,143,16.95,3,1,32,"COMPLETE","DELIVERED"
37,226,"2021-05-05 02:55:08",342,143,147.75,5,1,2,"COMPLETE","DELIVERED"
37,811,"2021-09-18 21:04:41",206,7,16.67,1,8,3,"COMPLETE",
37,811,"2021-09-18 21:04:41",206,7,117.96,3,8,44,"COMPLETE",
37,811,"2021-09-18 21:04:41",206,7,159.56,4,8,17,"COMPLETE",
37,847,"2021-09-25 14:00:27",199,0,191.4,5,8,6,"COMPLETE",
37,847,"2021-09-25 14:00:27",199,0,79.78,2,8,17,"COMPLETE",
37,847,"2021-09-25 14:00:27",199,0,199.55,5,8,27,"COMPLETE",
38,274,"2021-05-19 05:10:35",328,198,73.38,3,1,18,"COMPLETE","DELIVERED"
38,274,"2021-05-19 05:10:35",328,198,30.99,3,1,23,"COMPLETE","DELIVERED"
38,559,"2021-07-29 19:12:18",257,127,56.42,2,1,20,"COMPLETE","DELIVERED"
38,561,"2021-07-30 14:18:10",256,126,136.24,4,1,40,"COMPLETE","DELIVERED"
38,561,"2021-07-30 14:18:10",256,126,131.13,3,1,5,"COMPLETE","DELIVERED"
38,691,"2021-08-28 03:13:17",227,97,57.48,3,9,7,"COMPLETE",
38,1087,"2021-11-08 13:04:31",155,25,191.4,5,9,6,"COMPLETE",
38,1220,"2021-12-03 18:47:29",130,0,10.11,1,9,42,"COMPLETE",
38,1220,"2021-12-03 18:47:29",130,0,21.54,3,9,35,"COMPLETE",
38,1220,"2021-12-03 18:47:29",130,0,43.3,5,9,41,"COMPLETE",
39,18,"2021-02-28 18:42:54",408,302,159.56,4,1,17,"COMPLETE","DELIVERED"
39,18,"2021-02-28 18:42:54",408,302,159.64,4,1,27,"COMPLETE","DELIVERED"
39,784,"2021-09-12 11:03:07",212,106,138.2,5,1,46,"COMPLETE","DELIVERED"
39,1062,"2021-11-04 12:11:06",159,53,136.24,4,10,40,"COMPLETE",
39,1062,"2021-11-04 12:11:06",159,53,174.84,4,10,5,"COMPLETE",
39,1126,"2021-11-16 10:49:36",147,41,21.54,3,10,35,"COMPLETE",
39,1126,"2021-11-16 10:49:36",147,41,50.01,3,10,3,"COMPLETE",
39,1364,"2021-12-27 15:04:20",106,0,22.6,4,1,32,"COMPLETE","DELIVERED"
39,1364,"2021-12-27 15:04:20",106,0,21.16,1,1,9,"COMPLETE","DELIVERED"
39,1364,"2021-12-27 15:04:20",106,0,88.65,3,1,2,"COMPLETE","DELIVERED"
40,366,"2021-06-14 05:56:43",302,185,40.44,4,1,42,"COMPLETE","DELIVERED"
40,366,"2021-06-14 05:56:43",302,185,196.48,4,1,36,"COMPLETE","DELIVERED"
40,366,"2021-06-14 05:56:43",302,185,98.84,4,1,29,"COMPLETE","DELIVERED"
40,782,"2021-09-12 04:28:33",212,95,159.64,4,11,27,"COMPLETE",
40,782,"2021-09-12 04:28:33",212,95,73.38,3,11,18,"COMPLETE",
40,858,"2021-09-27 21:36:02",197,80,63.48,3,1,9,"COMPLETE","DELIVERED"
40,858,"2021-09-27 21:36:02",197,80,33,3,1,39,"COMPLETE","DELIVERED"
40,1306,"2021-12-16 11:47:49",117,0,74.13,3,1,29,"COMPLETE","DELIVERED"
41,347,"2021-06-08 13:34:37",308,216,8.66,1,1,41,"COMPLETE","DELIVERED"
41,347,"2021-06-08 13:34:37",308,216,35.9,5,1,35,"COMPLETE","DELIVERED"
41,540,"2021-07-26 03:25:27",260,168,48.75,1,1,26,"COMPLETE","DELIVERED"
41,540,"2021-07-26 03:25:27",260,168,30.33,3,1,42,"COMPLETE","DELIVERED"
41,573,"2021-08-02 06:15:01",253,161,84.63,3,1,20,"COMPLETE","DELIVERED"
41,581,"2021-08-04 15:56:31",251,159,13.97,1,1,15,"COMPLETE","DELIVERED"
41,581,"2021-08-04 15:56:31",251,159,38.28,1,1,6,"COMPLETE","DELIVERED"
41,581,"2021-08-04 15:56:31",251,159,198.9,5,1,22,"COMPLETE","DELIVERED"
41,662,"2021-08-22 02:19:22",233,141,52.4,5,1,12,"COMPLETE","DELIVERED"
41,662,"2021-08-22 02:19:22",233,141,114.84,3,1,6,"COMPLETE","DELIVERED"
41,1286,"2021-12-13 12:14:00",120,28,243.75,5,1,26,"COMPLETE","DELIVERED"
41,1286,"2021-12-13 12:14:00",120,28,39.16,1,1,46,"COMPLETE","DELIVERED"
41,1411,"2022-01-03 18:43:01",99,7,51.2,5,1,28,"COMPLETE","DELIVERED"
41,1411,"2022-01-03 18:43:01",99,7,41.32,4,1,23,"COMPLETE","DELIVERED"
41,1452,"2022-01-10 21:11:04",92,0,220.85,5,12,4,"COMPLETE",
41,1452,"2022-01-10 21:11:04",92,0,26.14,1,12,14,"COMPLETE",
42,25,"2021-03-03 06:39:48",405,273,98.24,2,1,36,"COMPLETE","DELIVERED"
42,458,"2021-07-04 15:19:20",282,150,52.28,2,1,14,"COMPLETE","DELIVERED"
42,458,"2021-07-04 15:19:20",282,150,45.96,2,1,38,"COMPLETE","DELIVERED"
42,722,"2021-09-02 20:29:24",222,90,112.84,4,1,20,"COMPLETE","DELIVERED"
42,1202,"2021-12-01 19:42:04",132,0,119.34,3,13,22,"COMPLETE",
42,1202,"2021-12-01 19:42:04",132,0,159.64,4,13,27,"COMPLETE",
43,525,"2021-07-22 09:17:03",264,185,50.01,3,1,3,"COMPLETE","DELIVERED"
43,525,"2021-07-22 09:17:03",264,185,74.13,3,1,29,"COMPLETE","DELIVERED"
43,599,"2021-08-09 20:32:40",246,167,147.36,3,1,36,"COMPLETE","DELIVERED"
43,599,"2021-08-09 20:32:40",246,167,49,5,1,25,"COMPLETE","DELIVERED"
43,915,"2021-10-09 09:58:10",185,106,11.3,2,14,32,"COMPLETE",
43,979,"2021-10-20 18:42:46",174,95,61.38,2,14,11,"COMPLETE",
43,1131,"2021-11-17 10:40:06",146,67,48.92,2,1,18,"COMPLETE","DELIVERED"
43,1131,"2021-11-17 10:40:06",146,67,145.17,3,1,24,"COMPLETE","DELIVERED"
43,1131,"2021-11-17 10:40:06",146,67,20.22,2,1,42,"COMPLETE","DELIVERED"
43,1546,"2022-01-23 21:03:54",79,0,20.48,2,1,28,"COMPLETE","DELIVERED"
43,1546,"2022-01-23 21:03:54",79,0,149.36,4,1,30,"COMPLETE","DELIVERED"
44,80,"2021-03-29 05:44:21",379,302,17.32,2,1,41,"COMPLETE","DELIVERED"
44,80,"2021-03-29 05:44:21",379,302,97.9,5,1,8,"COMPLETE","DELIVERED"
44,1044,"2021-10-31 20:29:17",163,86,37.92,3,1,13,"COMPLETE","DELIVERED"
44,1044,"2021-10-31 20:29:17",163,86,195,4,1,26,"COMPLETE","DELIVERED"
44,1366,"2021-12-28 01:37:04",105,28,112.84,4,15,20,"COMPLETE",
44,1366,"2021-12-28 01:37:04",105,28,65.45,5,15,16,"COMPLETE",
44,1434,"2022-01-07 15:23:15",95,18,118.04,4,15,37,"COMPLETE",
44,1558,"2022-01-25 03:44:54",77,0,55.28,2,1,46,"COMPLETE","DELIVERED"
44,1558,"2022-01-25 03:44:54",77,0,198.9,5,1,22,"COMPLETE","DELIVERED"
45,2,"2021-02-08 20:58:10",428,374,25.98,3,1,41,"COMPLETE","DELIVERED"
45,2,"2021-02-08 20:58:10",428,374,28.25,5,1,32,"COMPLETE","DELIVERED"
45,4,"2021-02-10 13:43:36",426,372,91.92,4,1,38,"COMPLETE","DELIVERED"
45,4,"2021-02-10 13:43:36",426,372,156.64,4,1,46,"COMPLETE","DELIVERED"
45,4,"2021-02-10 13:43:36",426,372,56.42,2,1,20,"COMPLETE","DELIVERED"
45,368,"2021-06-14 18:22:44",302,248,159.64,4,1,27,"COMPLETE","DELIVERED"
45,368,"2021-06-14 18:22:44",302,248,71.7,5,1,19,"COMPLETE","DELIVERED"
45,745,"2021-09-05 17:37:50",219,165,98.84,4,1,29,"COMPLETE","DELIVERED"
45,745,"2021-09-05 17:37:50",219,165,110.56,4,1,46,"COMPLETE","DELIVERED"
45,917,"2021-10-09 11:02:28",185,131,55.28,2,1,46,"COMPLETE","DELIVERED"
45,1256,"2021-12-09 11:18:56",124,70,59.02,2,16,37,"COMPLETE",
45,1256,"2021-12-09 11:18:56",124,70,68.12,2,16,40,"COMPLETE",
45,1256,"2021-12-09 11:18:56",124,70,41.92,4,16,12,"COMPLETE",
45,1320,"2021-12-19 10:35:34",114,60,79.78,2,1,17,"COMPLETE","DELIVERED"
45,1320,"2021-12-19 10:35:34",114,60,153.36,4,1,21,"COMPLETE","DELIVERED"
45,1699,"2022-02-17 18:37:31",54,0,59.02,2,16,37,"COMPLETE",
45,1699,"2022-02-17 18:37:31",54,0,14.36,2,16,35,"COMPLETE",
45,1699,"2022-02-17 18:37:31",54,0,33,3,16,39,"COMPLETE",
46,755,"2021-09-08 03:42:08",216,99,55.88,4,1,15,"COMPLETE","DELIVERED"
46,755,"2021-09-08 03:42:08",216,99,112.84,4,1,20,"COMPLETE","DELIVERED"
46,1302,"2021-12-16 09:48:49",117,0,146.25,3,17,26,"COMPLETE",
46,1302,"2021-12-16 09:48:49",117,0,142.95,5,17,31,"COMPLETE",
47,1206,"2021-12-02 11:18:44",131,63,66.56,4,1,43,"COMPLETE","DELIVERED"
47,1206,"2021-12-02 11:18:44",131,63,13.09,1,1,16,"COMPLETE","DELIVERED"
47,1586,"2022-01-29 00:01:07",73,5,7.18,1,18,35,"COMPLETE",
47,1586,"2022-01-29 00:01:07",73,5,26.18,2,18,16,"COMPLETE",
47,1621,"2022-02-03 10:09:23",68,0,20.96,2,1,12,"COMPLETE","DELIVERED"
47,1621,"2022-02-03 10:09:23",68,0,88.47,3,1,10,"COMPLETE","DELIVERED"
48,355,"2021-06-11 10:51:35",305,260,46.64,2,1,34,"COMPLETE","DELIVERED"
48,355,"2021-06-11 10:51:35",305,260,159.64,4,1,27,"COMPLETE","DELIVERED"
48,490,"2021-07-11 18:34:33",275,230,29.49,1,1,10,"COMPLETE","DELIVERED"
48,1274,"2021-12-12 04:02:23",121,76,33.34,2,1,3,"COMPLETE","DELIVERED"
48,1274,"2021-12-12 04:02:23",121,76,30.99,3,1,23,"COMPLETE","DELIVERED"
48,1347,"2021-12-24 06:47:57",109,64,20.22,2,1,42,"COMPLETE","DELIVERED"
48,1347,"2021-12-24 06:47:57",109,64,245.6,5,1,36,"COMPLETE","DELIVERED"
48,1744,"2022-02-26 05:05:37",45,0,48.92,2,19,18,"COMPLETE",
48,1744,"2022-02-26 05:05:37",45,0,88.53,3,19,37,"COMPLETE",
49,19,"2021-03-01 06:09:26",407,379,37.92,3,1,13,"COMPLETE","DELIVERED"
49,19,"2021-03-01 06:09:26",407,379,39.16,2,1,8,"COMPLETE","DELIVERED"
49,19,"2021-03-01 06:09:26",407,379,193.56,4,1,24,"COMPLETE","DELIVERED"
49,361,"2021-06-13 10:48:48",303,275,43.02,3,1,19,"COMPLETE","DELIVERED"
49,450,"2021-07-02 10:12:50",284,256,74,2,1,33,"COMPLETE","DELIVERED"
49,537,"2021-07-25 05:52:23",261,233,39.89,1,1,17,"COMPLETE","DELIVERED"
49,812,"2021-09-18 23:49:38",206,178,66.56,4,1,43,"COMPLETE","DELIVERED"
49,812,"2021-09-18 23:49:38",206,178,57.48,3,1,7,"COMPLETE","DELIVERED"
49,812,"2021-09-18 23:49:38",206,178,158.4,5,1,45,"COMPLETE","DELIVERED"
49,1021,"2021-10-28 10:54:20",166,138,76.56,2,1,6,"COMPLETE","DELIVERED"
49,1021,"2021-10-28 10:54:20",166,138,40.44,4,1,42,"COMPLETE","DELIVERED"
49,1021,"2021-10-28 10:54:20",166,138,196.48,4,1,36,"COMPLETE","DELIVERED"
49,1446,"2022-01-10 14:08:38",92,64,74.13,3,1,29,"COMPLETE","DELIVERED"
49,1446,"2022-01-10 14:08:38",92,64,30.99,3,1,23,"COMPLETE","DELIVERED"
49,1727,"2022-02-22 12:12:54",49,21,136.24,4,20,40,"COMPLETE",
49,1727,"2022-02-22 12:12:54",49,21,66.56,4,20,43,"COMPLETE",
49,1820,"2022-03-12 03:34:51",31,3,16.67,1,20,3,"COMPLETE",
49,1820,"2022-03-12 03:34:51",31,3,65.45,5,20,16,"COMPLETE",
49,1838,"2022-03-15 03:50:48",28,0,41.92,4,20,12,"COMPLETE",
49,1838,"2022-03-15 03:50:48",28,0,199.55,5,20,27,"COMPLETE",
50,1069,"2021-11-06 02:02:27",157,128,49.42,2,1,29,"COMPLETE","DELIVERED"
50,1069,"2021-11-06 02:02:27",157,128,95.8,5,1,7,"COMPLETE","DELIVERED"
50,1830,"2022-03-14 02:07:24",29,0,30.72,3,21,28,"COMPLETE",
50,1830,"2022-03-14 02:07:24",29,0,98.24,2,21,36,"COMPLETE",
51,237,"2021-05-07 12:29:24",340,317,66.68,4,1,3,"COMPLETE","DELIVERED"
51,848,"2021-09-25 15:02:58",199,176,45.96,2,1,38,"COMPLETE","DELIVERED"
51,848,"2021-09-25 15:02:58",199,176,28.68,2,1,19,"COMPLETE","DELIVERED"
51,1822,"2022-03-12 12:49:36",31,8,74,2,22,33,"COMPLETE",
51,1822,"2022-03-12 12:49:36",31,8,39.16,2,22,8,"COMPLETE",
51,1835,"2022-03-15 00:35:19",28,5,119.34,3,22,22,"COMPLETE",
51,1835,"2022-03-15 00:35:19",28,5,74,2,22,33,"COMPLETE",
51,1866,"2022-03-20 19:13:19",23,0,114.84,3,22,6,"COMPLETE",
51,1866,"2022-03-20 19:13:19",23,0,10.24,1,22,28,"COMPLETE",
51,1866,"2022-03-20 19:13:19",23,0,56.42,2,22,20,"COMPLETE",
52,1143,"2021-11-19 02:50:51",144,50,114.84,3,1,6,"COMPLETE","DELIVERED"
52,1143,"2021-11-19 02:50:51",144,50,102.18,3,1,40,"COMPLETE","DELIVERED"
52,1143,"2021-11-19 02:50:51",144,50,118.04,4,1,37,"COMPLETE","DELIVERED"
52,1315,"2021-12-18 07:26:55",115,21,28.68,2,1,19,"COMPLETE","DELIVERED"
52,1315,"2021-12-18 07:26:55",115,21,79.78,2,1,17,"COMPLETE","DELIVERED"
52,1438,"2022-01-08 12:50:52",94,0,122.76,4,1,11,"COMPLETE","DELIVERED"
52,1438,"2022-01-08 12:50:52",94,0,98.84,4,1,29,"COMPLETE","DELIVERED"
53,305,"2021-05-27 01:51:11",320,195,84.64,4,1,9,"COMPLETE","DELIVERED"
53,305,"2021-05-27 01:51:11",320,195,79.56,2,1,22,"COMPLETE","DELIVERED"
53,1246,"2021-12-08 04:32:01",125,0,69.85,5,1,15,"COMPLETE","DELIVERED"
54,822,"2021-09-20 07:22:34",204,13,78.64,2,1,44,"COMPLETE","DELIVERED"
54,822,"2021-09-20 07:22:34",204,13,145.17,3,1,24,"COMPLETE","DELIVERED"
54,886,"2021-10-03 06:12:33",191,0,55.88,4,1,15,"COMPLETE","DELIVERED"
55,29,"2021-03-06 11:03:10",402,257,97.5,2,1,26,"COMPLETE","DELIVERED"
55,29,"2021-03-06 11:03:10",402,257,41.32,4,1,23,"COMPLETE","DELIVERED"
55,87,"2021-03-30 20:24:08",378,233,79.56,2,1,22,"COMPLETE","DELIVERED"
55,87,"2021-03-30 20:24:08",378,233,38.34,1,1,21,"COMPLETE","DELIVERED"
55,87,"2021-03-30 20:24:08",378,233,147.75,5,1,2,"COMPLETE","DELIVERED"
55,764,"2021-09-09 04:41:26",215,70,39.91,1,1,27,"COMPLETE","DELIVERED"
55,764,"2021-09-09 04:41:26",215,70,74,2,1,33,"COMPLETE","DELIVERED"
55,1138,"2021-11-18 18:19:30",145,0,49.92,3,1,43,"COMPLETE","DELIVERED"
55,1138,"2021-11-18 18:19:30",145,0,123.55,5,1,29,"COMPLETE","DELIVERED"
56,1166,"2021-11-23 22:19:50",140,68,68.94,3,1,38,"COMPLETE","DELIVERED"
56,1166,"2021-11-23 22:19:50",140,68,28.68,2,1,19,"COMPLETE","DELIVERED"
56,1594,"2022-01-30 12:23:39",72,0,37.92,3,1,13,"COMPLETE","DELIVERED"
56,1594,"2022-01-30 12:23:39",72,0,16.64,1,1,43,"COMPLETE","DELIVERED"
57,718,"2021-09-02 03:12:07",222,127,39.2,4,1,25,"COMPLETE","DELIVERED"
57,718,"2021-09-02 03:12:07",222,127,21.16,1,1,9,"COMPLETE","DELIVERED"
57,1433,"2022-01-07 15:05:40",95,0,56.42,2,1,20,"COMPLETE","DELIVERED"
57,1433,"2022-01-07 15:05:40",95,0,117.96,4,1,10,"COMPLETE","DELIVERED"
58,216,"2021-05-03 03:13:51",344,332,12.64,1,1,13,"COMPLETE","DELIVERED"
58,216,"2021-05-03 03:13:51",344,332,85.77,3,1,31,"COMPLETE","DELIVERED"
58,216,"2021-05-03 03:13:51",344,332,16.67,1,1,3,"COMPLETE","DELIVERED"
58,239,"2021-05-07 23:02:38",340,328,92.07,3,1,11,"COMPLETE","DELIVERED"
58,239,"2021-05-07 23:02:38",340,328,49.42,2,1,29,"COMPLETE","DELIVERED"
58,348,"2021-06-08 14:55:05",308,296,191.7,5,1,21,"COMPLETE","DELIVERED"
58,348,"2021-06-08 14:55:05",308,296,118.2,4,1,2,"COMPLETE","DELIVERED"
58,659,"2021-08-20 23:39:24",235,223,40.44,4,1,42,"COMPLETE","DELIVERED"
58,659,"2021-08-20 23:39:24",235,223,93.28,4,1,34,"COMPLETE","DELIVERED"
58,1008,"2021-10-25 21:00:23",169,157,14.36,2,1,35,"COMPLETE","DELIVERED"
58,1008,"2021-10-25 21:00:23",169,157,42.32,2,1,9,"COMPLETE","DELIVERED"
58,1270,"2021-12-11 02:01:44",122,110,40.44,4,1,42,"COMPLETE","DELIVERED"
58,1270,"2021-12-11 02:01:44",122,110,176.68,4,1,4,"COMPLETE","DELIVERED"
58,1453,"2022-01-11 06:43:12",91,79,98.84,4,1,29,"COMPLETE","DELIVERED"
58,1582,"2022-01-28 13:04:54",74,62,12.64,1,1,13,"COMPLETE","DELIVERED"
58,1582,"2022-01-28 13:04:54",74,62,48.92,2,1,18,"COMPLETE","DELIVERED"
58,1873,"2022-03-22 02:35:48",21,9,79.78,2,23,17,"COMPLETE",
58,1873,"2022-03-22 02:35:48",21,9,30.69,1,23,11,"COMPLETE",
58,1873,"2022-03-22 02:35:48",21,9,195,4,23,26,"COMPLETE",
58,1891,"2022-03-26 19:49:32",17,5,39.91,1,23,27,"COMPLETE",
58,1891,"2022-03-26 19:49:32",17,5,33.28,2,23,43,"COMPLETE",
58,1891,"2022-03-26 19:49:32",17,5,39.2,4,23,25,"COMPLETE",
58,1914,"2022-03-31 18:29:01",12,0,174.84,4,23,5,"COMPLETE",
59,313,"2021-05-29 22:04:57",318,250,63.36,2,1,45,"COMPLETE","DELIVERED"
59,313,"2021-05-29 22:04:57",318,250,38.32,2,1,7,"COMPLETE","DELIVERED"
59,601,"2021-08-10 06:40:52",245,177,45.96,2,1,38,"CANCELLED",
59,601,"2021-08-10 06:40:52",245,177,79.56,2,1,22,"CANCELLED",
59,1622,"2022-02-03 10:24:45",68,0,30.99,3,1,23,"COMPLETE","DELIVERED"
59,1622,"2022-02-03 10:24:45",68,0,38.32,2,1,7,"COMPLETE","DELIVERED"
60,66,"2021-03-22 17:50:53",386,138,218.55,5,1,5,"COMPLETE","DELIVERED"
60,66,"2021-03-22 17:50:53",386,138,52.4,5,1,12,"COMPLETE","DELIVERED"
60,254,"2021-05-13 07:21:22",334,86,33.34,2,2,3,"COMPLETE",
60,523,"2021-07-22 03:48:55",264,16,196.6,5,1,44,"COMPLETE","DELIVERED"
60,523,"2021-07-22 03:48:55",264,16,29.55,1,1,2,"COMPLETE","DELIVERED"
60,546,"2021-07-27 07:31:29",259,11,147.55,5,2,37,"COMPLETE",
60,546,"2021-07-27 07:31:29",259,11,50.55,5,2,42,"COMPLETE",
60,590,"2021-08-07 04:16:39",248,0,95.04,3,1,45,"COMPLETE","DELIVERED"
61,58,"2021-03-18 04:07:52",390,375,153.36,4,1,21,"COMPLETE","DELIVERED"
61,58,"2021-03-18 04:07:52",390,375,13.97,1,1,15,"COMPLETE","DELIVERED"
61,324,"2021-06-02 02:53:08",314,299,117.96,3,1,44,"COMPLETE","DELIVERED"
61,324,"2021-06-02 02:53:08",314,299,115.02,3,1,21,"COMPLETE","DELIVERED"
