Transaction_ID,Date,Month,Day,Is_Weekend,Is_Payday,Channel,Sales_Type,SKU,Product_Name,Quantity,Unit_Price,Subtotal,Discount_Rate,Revenue,Unit_Cost,Total_Cost
TRX-5012581,2025-09-14,September,Sunday,Yes,No,Shopee,Online,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-5012581,2025-09-14,September,Sunday,Yes,No,Shopee,Online,TV001,Tropical Vibes,2,40000,80000,0.1,72000.0,17000,34000
TRX-6192009,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-8868776,2025-09-14,September,Sunday,Yes,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-4255051,2025-09-14,September,Sunday,Yes,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-7171347,2025-09-14,September,Sunday,Yes,No,Store B,Offline,TV001,Tropical Vibes,2,40000,80000,0.0,80000.0,17000,34000
TRX-8391997,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-8745704,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-5727345,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,CW001,Coconut Water,3,18000,54000,0.0,54000.0,8000,24000
TRX-7406756,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,6,18000,108000,0.1,97200.0,8000,48000
TRX-7406756,2025-09-14,September,Sunday,Yes,No,Store C,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-9437374,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-9437374,2025-09-14,September,Sunday,Yes,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-9437374,2025-09-14,September,Sunday,Yes,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-9849306,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-9849306,2025-09-14,September,Sunday,Yes,No,Store B,Offline,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-8023963,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-3718884,2025-09-14,September,Sunday,Yes,No,Shopee,Online,CB001,Choco Blast,2,45000,90000,0.0,90000.0,19000,38000
TRX-3718884,2025-09-14,September,Sunday,Yes,No,Shopee,Online,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-3718884,2025-09-14,September,Sunday,Yes,No,Shopee,Online,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-3718884,2025-09-14,September,Sunday,Yes,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-4350371,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-3321942,2025-09-14,September,Sunday,Yes,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-3321942,2025-09-14,September,Sunday,Yes,No,Store A,Offline,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-3321942,2025-09-14,September,Sunday,Yes,No,Store A,Offline,SK001,Sun Kissed,5,40000,200000,0.0,200000.0,17000,85000
TRX-5194357,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CB001,Choco Blast,2,45000,90000,0.0,90000.0,19000,38000
TRX-1875431,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-9062973,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-7227905,2025-09-14,September,Sunday,Yes,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-2721170,2025-09-14,September,Sunday,Yes,No,Store A,Offline,CW001,Coconut Water,2,18000,36000,0.1,32400.0,8000,16000
TRX-2721170,2025-09-14,September,Sunday,Yes,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-9655523,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-9655523,2025-09-14,September,Sunday,Yes,No,Store C,Offline,DG001,Dynamic Green,4,40000,160000,0.1,144000.0,17000,68000
TRX-9655523,2025-09-14,September,Sunday,Yes,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-9655523,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-3091745,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-3091745,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,CW001,Coconut Water,3,18000,54000,0.0,54000.0,8000,24000
TRX-5782563,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-2407191,2025-09-14,September,Sunday,Yes,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-3689594,2025-09-14,September,Sunday,Yes,No,Store B,Offline,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-3689594,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-5576678,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-5576678,2025-09-14,September,Sunday,Yes,No,Store C,Offline,KI001,Kelapa Ijo,3,20000,60000,0.0,60000.0,9000,27000
TRX-8538325,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-8538325,2025-09-14,September,Sunday,Yes,No,Store C,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-9612629,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-3472100,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-3472100,2025-09-14,September,Sunday,Yes,No,Store B,Offline,KI001,Kelapa Ijo,2,20000,40000,0.1,36000.0,9000,18000
TRX-8339571,2025-09-14,September,Sunday,Yes,No,Shopee,Online,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-2538698,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-2538698,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-2538698,2025-09-14,September,Sunday,Yes,No,Store C,Offline,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-4725179,2025-09-14,September,Sunday,Yes,No,Store C,Offline,VS001,Vanilla Shake,5,45000,225000,0.0,225000.0,19000,95000
TRX-8568671,2025-09-14,September,Sunday,Yes,No,Shopee,Online,SK001,Sun Kissed,1,40000,40000,0.2,32000.0,17000,17000
TRX-6865064,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-6865064,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-6865064,2025-09-14,September,Sunday,Yes,No,Store C,Offline,SK001,Sun Kissed,3,40000,120000,0.0,120000.0,17000,51000
TRX-1447451,2025-09-14,September,Sunday,Yes,No,Store B,Offline,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-1447451,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-1447451,2025-09-14,September,Sunday,Yes,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-7960815,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-1893502,2025-09-14,September,Sunday,Yes,No,Store A,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-1893502,2025-09-14,September,Sunday,Yes,No,Store A,Offline,CB001,Choco Blast,3,45000,135000,0.0,135000.0,19000,57000
TRX-7651393,2025-09-14,September,Sunday,Yes,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-7651393,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-7651393,2025-09-14,September,Sunday,Yes,No,Store B,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-7651393,2025-09-14,September,Sunday,Yes,No,Store B,Offline,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-9422281,2025-09-14,September,Sunday,Yes,No,Shopee,Online,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-7274032,2025-09-14,September,Sunday,Yes,No,Store A,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-4955699,2025-09-14,September,Sunday,Yes,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-4955699,2025-09-14,September,Sunday,Yes,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-7478792,2025-09-14,September,Sunday,Yes,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-7478792,2025-09-14,September,Sunday,Yes,No,Shopee,Online,VS001,Vanilla Shake,1,45000,45000,0.2,36000.0,19000,19000
TRX-2369112,2025-09-14,September,Sunday,Yes,No,Store C,Offline,CW001,Coconut Water,4,18000,72000,0.1,64800.0,8000,32000
TRX-7289990,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,CB001,Choco Blast,3,45000,135000,0.0,135000.0,19000,57000
TRX-7289990,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-7289990,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-4767135,2025-09-14,September,Sunday,Yes,No,Store B,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-1472908,2025-09-14,September,Sunday,Yes,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-6346644,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,SK001,Sun Kissed,3,40000,120000,0.2,96000.0,17000,51000
TRX-6346644,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-2662338,2025-09-14,September,Sunday,Yes,No,Store A,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-6625238,2025-09-14,September,Sunday,Yes,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-3450300,2025-09-14,September,Sunday,Yes,No,Store A,Offline,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-3308538,2025-09-14,September,Sunday,Yes,No,Shopee,Online,CW001,Coconut Water,2,18000,36000,0.1,32400.0,8000,16000
TRX-1642620,2025-09-14,September,Sunday,Yes,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-1642620,2025-09-14,September,Sunday,Yes,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-5813037,2025-09-14,September,Sunday,Yes,No,Store A,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-8926478,2025-09-14,September,Sunday,Yes,No,Shopee,Online,KI001,Kelapa Ijo,3,20000,60000,0.0,60000.0,9000,27000
TRX-8926478,2025-09-14,September,Sunday,Yes,No,Shopee,Online,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-3328554,2025-09-14,September,Sunday,Yes,No,WhatsApp,Online,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-8870361,2025-09-15,September,Monday,No,No,Shopee,Online,CW001,Coconut Water,3,18000,54000,0.0,54000.0,8000,24000
TRX-8870361,2025-09-15,September,Monday,No,No,Shopee,Online,TV001,Tropical Vibes,3,40000,120000,0.0,120000.0,17000,51000
TRX-8526283,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,5,20000,100000,0.0,100000.0,9000,45000
TRX-8526283,2025-09-15,September,Monday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-8526283,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-8526283,2025-09-15,September,Monday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-1088100,2025-09-15,September,Monday,No,No,Store B,Offline,VS001,Vanilla Shake,6,45000,270000,0.1,243000.0,19000,114000
TRX-2329187,2025-09-15,September,Monday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-1318832,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-5293691,2025-09-15,September,Monday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-4618086,2025-09-15,September,Monday,No,No,Store A,Offline,TV001,Tropical Vibes,2,40000,80000,0.0,80000.0,17000,34000
TRX-4618086,2025-09-15,September,Monday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-4618086,2025-09-15,September,Monday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-3508522,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-9854536,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-9854536,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-9854536,2025-09-15,September,Monday,No,No,Store C,Offline,SK001,Sun Kissed,2,40000,80000,0.0,80000.0,17000,34000
TRX-8101036,2025-09-15,September,Monday,No,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-8101036,2025-09-15,September,Monday,No,No,WhatsApp,Online,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-2865405,2025-09-15,September,Monday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-5833542,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-4986941,2025-09-15,September,Monday,No,No,WhatsApp,Online,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-4986941,2025-09-15,September,Monday,No,No,WhatsApp,Online,CW001,Coconut Water,3,18000,54000,0.2,43200.0,8000,24000
TRX-6052478,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-3044276,2025-09-15,September,Monday,No,No,WhatsApp,Online,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-3044276,2025-09-15,September,Monday,No,No,WhatsApp,Online,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-1801102,2025-09-15,September,Monday,No,No,WhatsApp,Online,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-1801102,2025-09-15,September,Monday,No,No,WhatsApp,Online,KI001,Kelapa Ijo,7,20000,140000,0.2,112000.0,9000,63000
TRX-5000351,2025-09-15,September,Monday,No,No,Shopee,Online,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-8043503,2025-09-15,September,Monday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-8043503,2025-09-15,September,Monday,No,No,Store B,Offline,SK001,Sun Kissed,3,40000,120000,0.2,96000.0,17000,51000
TRX-8669093,2025-09-15,September,Monday,No,No,Shopee,Online,KI001,Kelapa Ijo,3,20000,60000,0.0,60000.0,9000,27000
TRX-2053729,2025-09-15,September,Monday,No,No,Shopee,Online,KI001,Kelapa Ijo,3,20000,60000,0.2,48000.0,9000,27000
TRX-2053729,2025-09-15,September,Monday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-2859886,2025-09-15,September,Monday,No,No,Shopee,Online,CW001,Coconut Water,5,18000,90000,0.0,90000.0,8000,40000
TRX-9385742,2025-09-15,September,Monday,No,No,Store B,Offline,CB001,Choco Blast,2,45000,90000,0.0,90000.0,19000,38000
TRX-9385742,2025-09-15,September,Monday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-9385742,2025-09-15,September,Monday,No,No,Store B,Offline,SK001,Sun Kissed,1,40000,40000,0.2,32000.0,17000,17000
TRX-9993490,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-9993490,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-9993490,2025-09-15,September,Monday,No,No,Store C,Offline,SK001,Sun Kissed,2,40000,80000,0.0,80000.0,17000,34000
TRX-1275739,2025-09-15,September,Monday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.2,16000.0,9000,9000
TRX-1275739,2025-09-15,September,Monday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-1275739,2025-09-15,September,Monday,No,No,Store B,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-9646569,2025-09-15,September,Monday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-9646569,2025-09-15,September,Monday,No,No,Store B,Offline,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-5059048,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-3408819,2025-09-15,September,Monday,No,No,Store B,Offline,CW001,Coconut Water,2,18000,36000,0.0,36000.0,8000,16000
TRX-3408819,2025-09-15,September,Monday,No,No,Store B,Offline,SK001,Sun Kissed,2,40000,80000,0.0,80000.0,17000,34000
TRX-5886733,2025-09-15,September,Monday,No,No,Store A,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-5886733,2025-09-15,September,Monday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-8201433,2025-09-15,September,Monday,No,No,Store C,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-8201433,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-1026245,2025-09-15,September,Monday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-1026245,2025-09-15,September,Monday,No,No,Shopee,Online,SK001,Sun Kissed,1,40000,40000,0.0,40000.0,17000,17000
TRX-6919270,2025-09-15,September,Monday,No,No,Store B,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-5035998,2025-09-15,September,Monday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-5035998,2025-09-15,September,Monday,No,No,Shopee,Online,SK001,Sun Kissed,3,40000,120000,0.2,96000.0,17000,51000
TRX-7988844,2025-09-15,September,Monday,No,No,Store A,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-4142605,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-2436363,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-9782613,2025-09-15,September,Monday,No,No,Shopee,Online,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-9782613,2025-09-15,September,Monday,No,No,Shopee,Online,DG001,Dynamic Green,3,40000,120000,0.2,96000.0,17000,51000
TRX-9782613,2025-09-15,September,Monday,No,No,Shopee,Online,TV001,Tropical Vibes,2,40000,80000,0.0,80000.0,17000,34000
TRX-7049927,2025-09-15,September,Monday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.2,14400.0,8000,8000
TRX-7049927,2025-09-15,September,Monday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-7049927,2025-09-15,September,Monday,No,No,Store B,Offline,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-2135470,2025-09-15,September,Monday,No,No,Store A,Offline,CW001,Coconut Water,3,18000,54000,0.0,54000.0,8000,24000
TRX-2135470,2025-09-15,September,Monday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-2135470,2025-09-15,September,Monday,No,No,Store A,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-9825812,2025-09-15,September,Monday,No,No,Store B,Offline,KI001,Kelapa Ijo,2,20000,40000,0.0,40000.0,9000,18000
TRX-9825812,2025-09-15,September,Monday,No,No,Store B,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-9825812,2025-09-15,September,Monday,No,No,Store B,Offline,CB001,Choco Blast,2,45000,90000,0.1,81000.0,19000,38000
TRX-9511546,2025-09-15,September,Monday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-9511546,2025-09-15,September,Monday,No,No,Store A,Offline,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-9511546,2025-09-15,September,Monday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-9516493,2025-09-15,September,Monday,No,No,Shopee,Online,CB001,Choco Blast,1,45000,45000,0.0,45000.0,19000,19000
TRX-9516493,2025-09-15,September,Monday,No,No,Shopee,Online,SK001,Sun Kissed,1,40000,40000,0.2,32000.0,17000,17000
TRX-9516493,2025-09-15,September,Monday,No,No,Shopee,Online,CW001,Coconut Water,4,18000,72000,0.2,57600.0,8000,32000
TRX-1341153,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,3,20000,60000,0.0,60000.0,9000,27000
TRX-1341153,2025-09-15,September,Monday,No,No,Store C,Offline,VS001,Vanilla Shake,1,45000,45000,0.0,45000.0,19000,19000
TRX-1341153,2025-09-15,September,Monday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-7550726,2025-09-15,September,Monday,No,No,Store A,Offline,CW001,Coconut Water,4,18000,72000,0.1,64800.0,8000,32000
TRX-7550726,2025-09-15,September,Monday,No,No,Store A,Offline,CB001,Choco Blast,1,45000,45000,0.1,40500.0,19000,19000
TRX-7550726,2025-09-15,September,Monday,No,No,Store A,Offline,TV001,Tropical Vibes,3,40000,120000,0.2,96000.0,17000,51000
TRX-8887557,2025-09-15,September,Monday,No,No,Store B,Offline,VS001,Vanilla Shake,2,45000,90000,0.0,90000.0,19000,38000
TRX-8887557,2025-09-15,September,Monday,No,No,Store B,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-1730386,2025-09-15,September,Monday,No,No,Store A,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-7490791,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,2,20000,40000,0.1,36000.0,9000,18000
TRX-7490791,2025-09-15,September,Monday,No,No,Store C,Offline,CB001,Choco Blast,2,45000,90000,0.0,90000.0,19000,38000
TRX-7490791,2025-09-15,September,Monday,No,No,Store C,Offline,VS001,Vanilla Shake,1,45000,45000,0.1,40500.0,19000,19000
TRX-7490791,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-7262974,2025-09-15,September,Monday,No,No,WhatsApp,Online,KI001,Kelapa Ijo,3,20000,60000,0.0,60000.0,9000,27000
TRX-5255545,2025-09-15,September,Monday,No,No,Store A,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-1272499,2025-09-15,September,Monday,No,No,WhatsApp,Online,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-6991041,2025-09-15,September,Monday,No,No,Store A,Offline,TV001,Tropical Vibes,1,40000,40000,0.2,32000.0,17000,17000
TRX-6991041,2025-09-15,September,Monday,No,No,Store A,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-2133461,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.0,18000.0,8000,8000
TRX-2133461,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,2,20000,40000,0.1,36000.0,9000,18000
TRX-6784825,2025-09-15,September,Monday,No,No,Store C,Offline,CW001,Coconut Water,1,18000,18000,0.1,16200.0,8000,8000
TRX-6784825,2025-09-15,September,Monday,No,No,Store C,Offline,SK001,Sun Kissed,1,40000,40000,0.1,36000.0,17000,17000
TRX-6784825,2025-09-15,September,Monday,No,No,Store C,Offline,TV001,Tropical Vibes,1,40000,40000,0.0,40000.0,17000,17000
TRX-6784825,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.1,18000.0,9000,9000
TRX-5045421,2025-09-15,September,Monday,No,No,Shopee,Online,CB001,Choco Blast,4,45000,180000,0.2,144000.0,19000,76000
TRX-2739191,2025-09-15,September,Monday,No,No,Store B,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
TRX-2739191,2025-09-15,September,Monday,No,No,Store B,Offline,TV001,Tropical Vibes,1,40000,40000,0.1,36000.0,17000,17000
TRX-6578736,2025-09-15,September,Monday,No,No,Store C,Offline,KI001,Kelapa Ijo,1,20000,20000,0.0,20000.0,9000,9000
