Inventory_ID,Date,SKU,Channel,Quantity_Produced,Expiry_Date,Batch_ID
INV-010368,2025-09-12,CW001,Store A,15,2025-09-19,BAT-3527
INV-010369,2025-09-12,DG001,Store A,6,2025-09-19,BAT-4016
INV-010370,2025-09-12,KI001,Store A,17,2025-09-18,BAT-7635
INV-010371,2025-09-12,SK001,Store A,6,2025-09-17,BAT-6530
INV-010372,2025-09-12,TV001,Store A,4,2025-09-19,BAT-1807
INV-010373,2025-09-12,VS001,Store A,6,2025-09-17,BAT-8844
INV-010374,2025-09-12,CB001,Store B,10,2025-09-17,BAT-2092
INV-010375,2025-09-12,CW001,Store B,8,2025-09-17,BAT-9709
INV-010376,2025-09-12,KI001,Store B,6,2025-09-18,BAT-9057
INV-010377,2025-09-12,SK001,Store B,3,2025-09-17,BAT-1103
INV-010378,2025-09-12,TV001,Store B,6,2025-09-18,BAT-4753
INV-010379,2025-09-12,VS001,Store B,8,2025-09-18,BAT-2999
INV-010380,2025-09-12,CB001,Store C,15,2025-09-18,BAT-3432
INV-010381,2025-09-12,CW001,Store C,18,2025-09-19,BAT-2175
INV-010382,2025-09-12,DG001,Store C,6,2025-09-18,BAT-3859
INV-010383,2025-09-12,KI001,Store C,22,2025-09-17,BAT-9334
INV-010384,2025-09-12,SK001,Store C,14,2025-09-19,BAT-7542
INV-010385,2025-09-12,TV001,Store C,16,2025-09-19,BAT-8758
INV-010386,2025-09-12,VS001,Store C,7,2025-09-18,BAT-2036
INV-010387,2025-09-12,CW001,WhatsApp,2,2025-09-18,BAT-8801
INV-010388,2025-09-12,DG001,WhatsApp,4,2025-09-18,BAT-5119
INV-010389,2025-09-12,KI001,WhatsApp,5,2025-09-17,BAT-2102
INV-010390,2025-09-12,SK001,WhatsApp,2,2025-09-18,BAT-5385
INV-010391,2025-09-12,TV001,WhatsApp,8,2025-09-19,BAT-6606
INV-010392,2025-09-13,CB001,Shopee,6,2025-09-19,BAT-1277
INV-010393,2025-09-13,CW001,Shopee,15,2025-09-20,BAT-2496
INV-010394,2025-09-13,KI001,Shopee,14,2025-09-19,BAT-4465
INV-010395,2025-09-13,SK001,Shopee,7,2025-09-19,BAT-9964
INV-010396,2025-09-13,TV001,Shopee,7,2025-09-18,BAT-1986
INV-010397,2025-09-13,VS001,Shopee,5,2025-09-18,BAT-3246
INV-010398,2025-09-13,CB001,Store A,9,2025-09-18,BAT-8120
INV-010399,2025-09-13,CW001,Store A,7,2025-09-20,BAT-1244
INV-010400,2025-09-13,DG001,Store A,3,2025-09-20,BAT-9128
INV-010401,2025-09-13,KI001,Store A,12,2025-09-20,BAT-2471
INV-010402,2025-09-13,SK001,Store A,4,2025-09-18,BAT-4306
INV-010403,2025-09-13,TV001,Store A,7,2025-09-20,BAT-8045
INV-010404,2025-09-13,VS001,Store A,2,2025-09-20,BAT-7611
INV-010405,2025-09-13,CB001,Store B,8,2025-09-20,BAT-8436
INV-010406,2025-09-13,CW001,Store B,18,2025-09-20,BAT-9572
INV-010407,2025-09-13,DG001,Store B,3,2025-09-18,BAT-3702
INV-010408,2025-09-13,KI001,Store B,16,2025-09-19,BAT-4790
INV-010409,2025-09-13,SK001,Store B,7,2025-09-20,BAT-4037
INV-010410,2025-09-13,TV001,Store B,3,2025-09-20,BAT-7379
INV-010411,2025-09-13,VS001,Store B,18,2025-09-18,BAT-8542
INV-010412,2025-09-13,CB001,Store C,10,2025-09-20,BAT-9690
INV-010413,2025-09-13,CW001,Store C,41,2025-09-19,BAT-9924
INV-010414,2025-09-13,DG001,Store C,6,2025-09-18,BAT-4407
INV-010415,2025-09-13,KI001,Store C,22,2025-09-20,BAT-6058
INV-010416,2025-09-13,SK001,Store C,6,2025-09-20,BAT-2502
INV-010417,2025-09-13,TV001,Store C,13,2025-09-19,BAT-6387
INV-010418,2025-09-13,VS001,Store C,15,2025-09-18,BAT-9396
INV-010419,2025-09-13,CB001,WhatsApp,5,2025-09-20,BAT-6486
INV-010420,2025-09-13,CW001,WhatsApp,7,2025-09-18,BAT-3371
INV-010421,2025-09-13,KI001,WhatsApp,8,2025-09-18,BAT-2134
INV-010422,2025-09-13,SK001,WhatsApp,3,2025-09-18,BAT-6719
INV-010423,2025-09-13,TV001,WhatsApp,6,2025-09-19,BAT-5461
INV-010424,2025-09-14,CB001,Shopee,7,2025-09-21,BAT-8472
INV-010425,2025-09-14,CW001,Shopee,11,2025-09-20,BAT-8863
INV-010426,2025-09-14,DG001,Shopee,3,2025-09-19,BAT-1019
INV-010427,2025-09-14,KI001,Shopee,15,2025-09-21,BAT-8606
INV-010428,2025-09-14,SK001,Shopee,5,2025-09-20,BAT-9925
INV-010429,2025-09-14,TV001,Shopee,15,2025-09-20,BAT-9133
INV-010430,2025-09-14,VS001,Shopee,4,2025-09-21,BAT-8337
INV-010431,2025-09-14,CB001,Store A,13,2025-09-20,BAT-2458
INV-010432,2025-09-14,CW001,Store A,17,2025-09-19,BAT-7318
INV-010433,2025-09-14,DG001,Store A,2,2025-09-20,BAT-1553
INV-010434,2025-09-14,KI001,Store A,13,2025-09-20,BAT-1541
INV-010435,2025-09-14,SK001,Store A,8,2025-09-19,BAT-6783
INV-010436,2025-09-14,TV001,Store A,6,2025-09-19,BAT-8704
INV-010437,2025-09-14,VS001,Store A,3,2025-09-21,BAT-7326
INV-010438,2025-09-14,CB001,Store B,14,2025-09-21,BAT-7989
INV-010439,2025-09-14,CW001,Store B,21,2025-09-20,BAT-8231
INV-010440,2025-09-14,DG001,Store B,2,2025-09-21,BAT-6867
INV-010441,2025-09-14,KI001,Store B,14,2025-09-21,BAT-7228
INV-010442,2025-09-14,SK001,Store B,3,2025-09-19,BAT-1811
INV-010443,2025-09-14,TV001,Store B,6,2025-09-21,BAT-8634
INV-010444,2025-09-14,VS001,Store B,3,2025-09-19,BAT-7029
INV-010445,2025-09-14,CB001,Store C,14,2025-09-19,BAT-9667
INV-010446,2025-09-14,CW001,Store C,44,2025-09-20,BAT-4381
INV-010447,2025-09-14,DG001,Store C,9,2025-09-19,BAT-2283
INV-010448,2025-09-14,KI001,Store C,32,2025-09-21,BAT-5751
INV-010449,2025-09-14,SK001,Store C,18,2025-09-21,BAT-6495
INV-010450,2025-09-14,TV001,Store C,15,2025-09-20,BAT-5615
INV-010451,2025-09-14,VS001,Store C,14,2025-09-20,BAT-5063
INV-010452,2025-09-14,CB001,WhatsApp,9,2025-09-20,BAT-5288
INV-010453,2025-09-14,CW001,WhatsApp,18,2025-09-20,BAT-4627
INV-010454,2025-09-14,KI001,WhatsApp,10,2025-09-20,BAT-2195
INV-010455,2025-09-14,SK001,WhatsApp,4,2025-09-20,BAT-2987
INV-010456,2025-09-14,TV001,WhatsApp,4,2025-09-21,BAT-5007
INV-010457,2025-09-14,VS001,WhatsApp,3,2025-09-19,BAT-5234
INV-010458,2025-09-15,CB001,Shopee,7,2025-09-21,BAT-5670
INV-010459,2025-09-15,CW001,Shopee,21,2025-09-21,BAT-7716
INV-010460,2025-09-15,DG001,Shopee,4,2025-09-22,BAT-3807
INV-010461,2025-09-15,KI001,Shopee,11,2025-09-20,BAT-6377
INV-010462,2025-09-15,SK001,Shopee,8,2025-09-20,BAT-8815
INV-010463,2025-09-15,TV001,Shopee,7,2025-09-20,BAT-9735
INV-010464,2025-09-15,VS001,Shopee,7,2025-09-22,BAT-5417
INV-010465,2025-09-15,CB001,Store A,6,2025-09-20,BAT-2697
INV-010466,2025-09-15,CW001,Store A,13,2025-09-22,BAT-8299
INV-010467,2025-09-15,KI001,Store A,10,2025-09-22,BAT-3839
INV-010468,2025-09-15,TV001,Store A,14,2025-09-21,BAT-1710
INV-010469,2025-09-15,VS001,Store A,3,2025-09-21,BAT-9496
INV-010470,2025-09-15,CB001,Store B,6,2025-09-21,BAT-7763
INV-010471,2025-09-15,CW001,Store B,8,2025-09-21,BAT-3161
INV-010472,2025-09-15,KI001,Store B,8,2025-09-20,BAT-1610
INV-010473,2025-09-15,SK001,Store B,7,2025-09-20,BAT-5944
INV-010474,2025-09-15,TV001,Store B,5,2025-09-21,BAT-5987
INV-010475,2025-09-15,VS001,Store B,10,2025-09-20,BAT-3431
INV-010476,2025-09-15,CB001,Store C,6,2025-09-20,BAT-1894
INV-010477,2025-09-15,CW001,Store C,15,2025-09-20,BAT-6828
INV-010478,2025-09-15,DG001,Store C,3,2025-09-20,BAT-4342
INV-010479,2025-09-15,KI001,Store C,31,2025-09-21,BAT-6461
INV-010480,2025-09-15,SK001,Store C,7,2025-09-21,BAT-9663
INV-010481,2025-09-15,TV001,Store C,7,2025-09-21,BAT-4118
INV-010482,2025-09-15,VS001,Store C,3,2025-09-21,BAT-8722
INV-010483,2025-09-15,CW001,WhatsApp,7,2025-09-22,BAT-8049
INV-010484,2025-09-15,KI001,WhatsApp,14,2025-09-20,BAT-4578
INV-010485,2025-09-15,SK001,WhatsApp,3,2025-09-21,BAT-6906
INV-010486,2025-09-15,TV001,WhatsApp,4,2025-09-20,BAT-5249
INV-010487,2025-09-16,CB001,Shopee,18,2025-09-22,BAT-7355
INV-010488,2025-09-16,CW001,Shopee,19,2025-09-21,BAT-4650
INV-010489,2025-09-16,DG001,Shopee,4,2025-09-23,BAT-7078
INV-010490,2025-09-16,KI001,Shopee,17,2025-09-21,BAT-5859
INV-010491,2025-09-16,SK001,Shopee,5,2025-09-21,BAT-7674
INV-010492,2025-09-16,TV001,Shopee,6,2025-09-23,BAT-3223
INV-010493,2025-09-16,VS001,Shopee,4,2025-09-21,BAT-4193
INV-010494,2025-09-16,CB001,Store A,3,2025-09-22,BAT-4000
INV-010495,2025-09-16,CW001,Store A,14,2025-09-21,BAT-2765
INV-010496,2025-09-16,DG001,Store A,3,2025-09-21,BAT-8385
INV-010497,2025-09-16,KI001,Store A,7,2025-09-22,BAT-9264
INV-010498,2025-09-16,SK001,Store A,7,2025-09-23,BAT-7492
INV-010499,2025-09-16,TV001,Store A,6,2025-09-23,BAT-1459
INV-010500,2025-09-16,VS001,Store A,3,2025-09-23,BAT-6141
INV-010501,2025-09-16,CW001,Store B,3,2025-09-21,BAT-5597
INV-010502,2025-09-16,KI001,Store B,4,2025-09-23,BAT-1821
INV-010503,2025-09-16,TV001,Store B,6,2025-09-23,BAT-2469
INV-010504,2025-09-16,CB001,Store C,5,2025-09-22,BAT-8178
INV-010505,2025-09-16,CW001,Store C,22,2025-09-21,BAT-8631
INV-010506,2025-09-16,KI001,Store C,11,2025-09-21,BAT-5949
INV-010507,2025-09-16,SK001,Store C,3,2025-09-22,BAT-1957
INV-010508,2025-09-16,TV001,Store C,14,2025-09-23,BAT-7006
INV-010509,2025-09-16,VS001,Store C,7,2025-09-21,BAT-3653
INV-010510,2025-09-16,CB001,WhatsApp,14,2025-09-23,BAT-5592
INV-010511,2025-09-16,CW001,WhatsApp,8,2025-09-22,BAT-3968
INV-010512,2025-09-16,DG001,WhatsApp,4,2025-09-22,BAT-3612
INV-010513,2025-09-16,KI001,WhatsApp,9,2025-09-21,BAT-9524
INV-010514,2025-09-16,SK001,WhatsApp,2,2025-09-23,BAT-4830
INV-010515,2025-09-16,TV001,WhatsApp,5,2025-09-21,BAT-3202
INV-010516,2025-09-16,VS001,WhatsApp,9,2025-09-23,BAT-2766
INV-010517,2025-09-17,CB001,Shopee,11,2025-09-22,BAT-4763
INV-010518,2025-09-17,CW001,Shopee,11,2025-09-22,BAT-5155
INV-010519,2025-09-17,DG001,Shopee,7,2025-09-23,BAT-2109
INV-010520,2025-09-17,KI001,Shopee,11,2025-09-22,BAT-8008
INV-010521,2025-09-17,SK001,Shopee,10,2025-09-23,BAT-1175
INV-010522,2025-09-17,TV001,Shopee,13,2025-09-23,BAT-3326
INV-010523,2025-09-17,VS001,Shopee,2,2025-09-24,BAT-6691
INV-010524,2025-09-17,CB001,Store A,4,2025-09-23,BAT-5081
INV-010525,2025-09-17,CW001,Store A,4,2025-09-22,BAT-3843
INV-010526,2025-09-17,KI001,Store A,6,2025-09-23,BAT-4450
INV-010527,2025-09-17,SK001,Store A,6,2025-09-22,BAT-4781
INV-010528,2025-09-17,TV001,Store A,5,2025-09-24,BAT-5232
INV-010529,2025-09-17,VS001,Store A,4,2025-09-22,BAT-4850
INV-010530,2025-09-17,CB001,Store B,11,2025-09-23,BAT-3159
INV-010531,2025-09-17,CW001,Store B,13,2025-09-24,BAT-5849
INV-010532,2025-09-17,DG001,Store B,2,2025-09-24,BAT-1268
INV-010533,2025-09-17,KI001,Store B,9,2025-09-24,BAT-3671
INV-010534,2025-09-17,SK001,Store B,7,2025-09-24,BAT-3169
INV-010535,2025-09-17,TV001,Store B,6,2025-09-23,BAT-1958
INV-010536,2025-09-17,VS001,Store B,2,2025-09-24,BAT-7776
INV-010537,2025-09-17,CB001,Store C,14,2025-09-23,BAT-9953
INV-010538,2025-09-17,CW001,Store C,30,2025-09-22,BAT-8803
INV-010539,2025-09-17,DG001,Store C,2,2025-09-24,BAT-9113
INV-010540,2025-09-17,KI001,Store C,16,2025-09-23,BAT-7781
INV-010541,2025-09-17,SK001,Store C,8,2025-09-24,BAT-3996
INV-010542,2025-09-17,TV001,Store C,8,2025-09-22,BAT-7329
INV-010543,2025-09-17,VS001,Store C,9,2025-09-24,BAT-4725
INV-010544,2025-09-17,CB001,WhatsApp,3,2025-09-23,BAT-3524
INV-010545,2025-09-17,CW001,WhatsApp,5,2025-09-23,BAT-3430
INV-010546,2025-09-17,DG001,WhatsApp,5,2025-09-22,BAT-3947
INV-010547,2025-09-17,KI001,WhatsApp,9,2025-09-24,BAT-1657
INV-010548,2025-09-17,SK001,WhatsApp,2,2025-09-24,BAT-6623
INV-010549,2025-09-18,CB001,Shopee,14,2025-09-25,BAT-5616
INV-010550,2025-09-18,CW001,Shopee,16,2025-09-25,BAT-3415
INV-010551,2025-09-18,DG001,Shopee,2,2025-09-24,BAT-5081
INV-010552,2025-09-18,KI001,Shopee,4,2025-09-24,BAT-2250
INV-010553,2025-09-18,SK001,Shopee,4,2025-09-23,BAT-3129
INV-010554,2025-09-18,TV001,Shopee,8,2025-09-23,BAT-2953
INV-010555,2025-09-18,VS001,Shopee,2,2025-09-25,BAT-1687
INV-010556,2025-09-18,CB001,Store A,5,2025-09-24,BAT-7814
INV-010557,2025-09-18,CW001,Store A,16,2025-09-25,BAT-1819
INV-010558,2025-09-18,KI001,Store A,14,2025-09-23,BAT-8445
INV-010559,2025-09-18,SK001,Store A,4,2025-09-24,BAT-5773
INV-010560,2025-09-18,TV001,Store A,2,2025-09-25,BAT-4695
INV-010561,2025-09-18,CB001,Store B,10,2025-09-24,BAT-2696
INV-010562,2025-09-18,CW001,Store B,12,2025-09-25,BAT-5125
INV-010563,2025-09-18,KI001,Store B,5,2025-09-23,BAT-6215
INV-010564,2025-09-18,SK001,Store B,4,2025-09-23,BAT-9093
INV-010565,2025-09-18,TV001,Store B,4,2025-09-23,BAT-3328
INV-010566,2025-09-18,VS001,Store B,4,2025-09-24,BAT-5170
INV-010567,2025-09-18,CB001,Store C,11,2025-09-25,BAT-8444
INV-010568,2025-09-18,CW001,Store C,18,2025-09-23,BAT-6909
INV-010569,2025-09-18,DG001,Store C,4,2025-09-23,BAT-3364
INV-010570,2025-09-18,KI001,Store C,14,2025-09-23,BAT-7174
INV-010571,2025-09-18,SK001,Store C,8,2025-09-25,BAT-5270
INV-010572,2025-09-18,TV001,Store C,6,2025-09-25,BAT-7266
INV-010573,2025-09-18,VS001,Store C,2,2025-09-23,BAT-4199
INV-010574,2025-09-18,CB001,WhatsApp,2,2025-09-23,BAT-9840
INV-010575,2025-09-18,CW001,WhatsApp,3,2025-09-23,BAT-5749
INV-010576,2025-09-18,KI001,WhatsApp,8,2025-09-24,BAT-1303
INV-010577,2025-09-18,SK001,WhatsApp,2,2025-09-25,BAT-9177
INV-010578,2025-09-18,TV001,WhatsApp,10,2025-09-25,BAT-6416
INV-010579,2025-09-18,VS001,WhatsApp,7,2025-09-24,BAT-1340
INV-010580,2025-09-19,CB001,Shopee,11,2025-09-24,BAT-7130
INV-010581,2025-09-19,CW001,Shopee,8,2025-09-25,BAT-9314
INV-010582,2025-09-19,DG001,Shopee,4,2025-09-24,BAT-6131
INV-010583,2025-09-19,KI001,Shopee,9,2025-09-26,BAT-8343
INV-010584,2025-09-19,SK001,Shopee,9,2025-09-26,BAT-3976
INV-010585,2025-09-19,TV001,Shopee,14,2025-09-26,BAT-4427
INV-010586,2025-09-19,VS001,Shopee,5,2025-09-26,BAT-6186
INV-010587,2025-09-19,CB001,Store A,3,2025-09-25,BAT-4030
INV-010588,2025-09-19,CW001,Store A,14,2025-09-25,BAT-8768
INV-010589,2025-09-19,KI001,Store A,7,2025-09-24,BAT-3621
INV-010590,2025-09-19,SK001,Store A,7,2025-09-26,BAT-3516
INV-010591,2025-09-19,TV001,Store A,6,2025-09-24,BAT-7543
INV-010592,2025-09-19,VS001,Store A,5,2025-09-24,BAT-3322
INV-010593,2025-09-19,CB001,Store B,7,2025-09-24,BAT-1455
INV-010594,2025-09-19,CW001,Store B,6,2025-09-26,BAT-3583
INV-010595,2025-09-19,DG001,Store B,4,2025-09-25,BAT-2917
INV-010596,2025-09-19,KI001,Store B,5,2025-09-25,BAT-4577
INV-010597,2025-09-19,SK001,Store B,6,2025-09-26,BAT-6205
INV-010598,2025-09-19,VS001,Store B,4,2025-09-26,BAT-7590
INV-010599,2025-09-19,CB001,Store C,9,2025-09-24,BAT-8590
INV-010600,2025-09-19,CW001,Store C,38,2025-09-24,BAT-7694
INV-010601,2025-09-19,DG001,Store C,9,2025-09-26,BAT-5860
INV-010602,2025-09-19,KI001,Store C,34,2025-09-24,BAT-1700
INV-010603,2025-09-19,SK001,Store C,9,2025-09-24,BAT-6492
INV-010604,2025-09-19,TV001,Store C,9,2025-09-26,BAT-9427
INV-010605,2025-09-19,VS001,Store C,6,2025-09-26,BAT-6564
INV-010606,2025-09-19,CB001,WhatsApp,5,2025-09-24,BAT-2752
INV-010607,2025-09-19,CW001,WhatsApp,4,2025-09-26,BAT-1662
INV-010608,2025-09-19,KI001,WhatsApp,9,2025-09-26,BAT-9756
INV-010609,2025-09-19,SK001,WhatsApp,2,2025-09-24,BAT-3572
INV-010610,2025-09-19,TV001,WhatsApp,6,2025-09-26,BAT-2371
INV-010611,2025-09-20,CB001,Shopee,12,2025-09-25,BAT-2546
INV-010612,2025-09-20,CW001,Shopee,30,2025-09-25,BAT-2249
INV-010613,2025-09-20,DG001,Shopee,6,2025-09-26,BAT-9378
INV-010614,2025-09-20,KI001,Shopee,21,2025-09-25,BAT-7102
INV-010615,2025-09-20,SK001,Shopee,3,2025-09-26,BAT-9903
INV-010616,2025-09-20,TV001,Shopee,10,2025-09-26,BAT-7577
INV-010617,2025-09-20,CB001,Store A,8,2025-09-25,BAT-2703
INV-010618,2025-09-20,CW001,Store A,14,2025-09-25,BAT-9697
INV-010619,2025-09-20,DG001,Store A,7,2025-09-27,BAT-9802
INV-010620,2025-09-20,KI001,Store A,8,2025-09-26,BAT-6006
INV-010621,2025-09-20,SK001,Store A,5,2025-09-27,BAT-1015
INV-010622,2025-09-20,TV001,Store A,22,2025-09-26,BAT-3910
INV-010623,2025-09-20,VS001,Store A,2,2025-09-27,BAT-9156
INV-010624,2025-09-20,CB001,Store B,7,2025-09-27,BAT-8871
INV-010625,2025-09-20,CW001,Store B,14,2025-09-26,BAT-9532
INV-010626,2025-09-20,DG001,Store B,2,2025-09-27,BAT-7352
INV-010627,2025-09-20,KI001,Store B,15,2025-09-26,BAT-7542
INV-010628,2025-09-20,SK001,Store B,4,2025-09-27,BAT-2945
INV-010629,2025-09-20,TV001,Store B,8,2025-09-27,BAT-3118
INV-010630,2025-09-20,VS001,Store B,2,2025-09-27,BAT-3953
INV-010631,2025-09-20,CB001,Store C,26,2025-09-25,BAT-8145
INV-010632,2025-09-20,CW001,Store C,38,2025-09-25,BAT-2230
INV-010633,2025-09-20,DG001,Store C,7,2025-09-25,BAT-6007
INV-010634,2025-09-20,KI001,Store C,8,2025-09-25,BAT-5658
INV-010635,2025-09-20,SK001,Store C,7,2025-09-26,BAT-9714
INV-010636,2025-09-20,TV001,Store C,9,2025-09-25,BAT-5610
INV-010637,2025-09-20,VS001,Store C,15,2025-09-27,BAT-2833
INV-010638,2025-09-20,CW001,WhatsApp,17,2025-09-27,BAT-8315
INV-010639,2025-09-20,DG001,WhatsApp,2,2025-09-26,BAT-5549
INV-010640,2025-09-20,KI001,WhatsApp,8,2025-09-27,BAT-2581
INV-010641,2025-09-20,SK001,WhatsApp,4,2025-09-27,BAT-4263
INV-010642,2025-09-20,TV001,WhatsApp,8,2025-09-27,BAT-1326
INV-010643,2025-09-20,VS001,WhatsApp,4,2025-09-26,BAT-7918
INV-010644,2025-09-21,CB001,Shopee,14,2025-09-28,BAT-3754
INV-010645,2025-09-21,CW001,Shopee,22,2025-09-26,BAT-1088
INV-010646,2025-09-21,DG001,Shopee,5,2025-09-26,BAT-3642
INV-010647,2025-09-21,KI001,Shopee,17,2025-09-26,BAT-9912
INV-010648,2025-09-21,SK001,Shopee,11,2025-09-26,BAT-1063
INV-010649,2025-09-21,TV001,Shopee,4,2025-09-26,BAT-6351
INV-010650,2025-09-21,VS001,Shopee,7,2025-09-27,BAT-5002
INV-010651,2025-09-21,CB001,Store A,11,2025-09-26,BAT-1031
INV-010652,2025-09-21,CW001,Store A,19,2025-09-28,BAT-3651
INV-010653,2025-09-21,DG001,Store A,6,2025-09-28,BAT-3800
INV-010654,2025-09-21,KI001,Store A,30,2025-09-28,BAT-2023
INV-010655,2025-09-21,SK001,Store A,16,2025-09-27,BAT-9748
INV-010656,2025-09-21,TV001,Store A,11,2025-09-26,BAT-8493
INV-010657,2025-09-21,VS001,Store A,7,2025-09-26,BAT-4721
INV-010658,2025-09-21,CB001,Store B,10,2025-09-28,BAT-4388
INV-010659,2025-09-21,CW001,Store B,22,2025-09-28,BAT-7313
INV-010660,2025-09-21,DG001,Store B,4,2025-09-26,BAT-4514
INV-010661,2025-09-21,KI001,Store B,11,2025-09-27,BAT-2364
INV-010662,2025-09-21,SK001,Store B,3,2025-09-28,BAT-2868
INV-010663,2025-09-21,TV001,Store B,6,2025-09-28,BAT-7594
INV-010664,2025-09-21,VS001,Store B,4,2025-09-27,BAT-2716
INV-010665,2025-09-21,CB001,Store C,13,2025-09-28,BAT-5992
INV-010666,2025-09-21,CW001,Store C,54,2025-09-26,BAT-1013
INV-010667,2025-09-21,DG001,Store C,2,2025-09-26,BAT-3540
INV-010668,2025-09-21,KI001,Store C,26,2025-09-26,BAT-4295
INV-010669,2025-09-21,SK001,Store C,13,2025-09-28,BAT-3496
INV-010670,2025-09-21,TV001,Store C,11,2025-09-28,BAT-9324
INV-010671,2025-09-21,VS001,Store C,8,2025-09-26,BAT-6723
INV-010672,2025-09-21,CB001,WhatsApp,4,2025-09-27,BAT-2037
INV-010673,2025-09-21,CW001,WhatsApp,15,2025-09-27,BAT-1324
INV-010674,2025-09-21,KI001,WhatsApp,10,2025-09-27,BAT-9077
INV-010675,2025-09-21,TV001,WhatsApp,6,2025-09-28,BAT-1711
INV-010676,2025-09-22,CB001,Shopee,6,2025-09-29,BAT-7065
INV-010677,2025-09-22,CW001,Shopee,8,2025-09-27,BAT-1102
INV-010678,2025-09-22,KI001,Shopee,9,2025-09-29,BAT-9563
INV-010679,2025-09-22,SK001,Shopee,3,2025-09-29,BAT-5364
INV-010680,2025-09-22,TV001,Shopee,6,2025-09-27,BAT-3087
INV-010681,2025-09-22,VS001,Shopee,4,2025-09-28,BAT-7713
INV-010682,2025-09-22,CB001,Store A,10,2025-09-29,BAT-2813
INV-010683,2025-09-22,CW001,Store A,15,2025-09-29,BAT-7864
INV-010684,2025-09-22,DG001,Store A,2,2025-09-29,BAT-5046
INV-010685,2025-09-22,KI001,Store A,2,2025-09-28,BAT-6733
INV-010686,2025-09-22,SK001,Store A,2,2025-09-27,BAT-1272
INV-010687,2025-09-22,CB001,Store B,9,2025-09-29,BAT-3468
INV-010688,2025-09-22,CW001,Store B,11,2025-09-28,BAT-7039
INV-010689,2025-09-22,DG001,Store B,3,2025-09-28,BAT-9746
INV-010690,2025-09-22,KI001,Store B,4,2025-09-27,BAT-6798
INV-010691,2025-09-22,SK001,Store B,2,2025-09-27,BAT-3266
INV-010692,2025-09-22,TV001,Store B,5,2025-09-27,BAT-6047
INV-010693,2025-09-22,VS001,Store B,3,2025-09-29,BAT-3662
INV-010694,2025-09-22,CB001,Store C,8,2025-09-27,BAT-5470
INV-010695,2025-09-22,CW001,Store C,13,2025-09-29,BAT-1147
INV-010696,2025-09-22,KI001,Store C,15,2025-09-29,BAT-5880
INV-010697,2025-09-22,SK001,Store C,4,2025-09-29,BAT-1368
INV-010698,2025-09-22,TV001,Store C,6,2025-09-29,BAT-8785
INV-010699,2025-09-22,VS001,Store C,10,2025-09-29,BAT-7750
INV-010700,2025-09-22,CB001,WhatsApp,2,2025-09-28,BAT-2031
INV-010701,2025-09-22,CW001,WhatsApp,8,2025-09-29,BAT-7493
INV-010702,2025-09-22,DG001,WhatsApp,4,2025-09-29,BAT-1063
INV-010703,2025-09-22,KI001,WhatsApp,7,2025-09-29,BAT-8492
INV-010704,2025-09-22,SK001,WhatsApp,4,2025-09-29,BAT-9159
INV-010705,2025-09-22,TV001,WhatsApp,3,2025-09-28,BAT-5656
INV-010706,2025-09-22,VS001,WhatsApp,3,2025-09-27,BAT-9340
INV-010707,2025-09-23,CB001,Shopee,4,2025-09-30,BAT-9258
INV-010708,2025-09-23,CW001,Shopee,12,2025-09-28,BAT-7733
INV-010709,2025-09-23,DG001,Shopee,6,2025-09-29,BAT-8509
INV-010710,2025-09-23,KI001,Shopee,6,2025-09-30,BAT-6625
INV-010711,2025-09-23,SK001,Shopee,3,2025-09-30,BAT-9788
INV-010712,2025-09-23,VS001,Shopee,2,2025-09-28,BAT-7239
INV-010713,2025-09-23,CB001,Store A,2,2025-09-30,BAT-9744
INV-010714,2025-09-23,CW001,Store A,4,2025-09-29,BAT-6177
INV-010715,2025-09-23,DG001,Store A,4,2025-09-30,BAT-3730
INV-010716,2025-09-23,KI001,Store A,11,2025-09-30,BAT-7463
INV-010717,2025-09-23,TV001,Store A,2,2025-09-29,BAT-3800
INV-010718,2025-09-23,VS001,Store A,3,2025-09-28,BAT-3687
INV-010719,2025-09-23,CB001,Store B,5,2025-09-29,BAT-1640
INV-010720,2025-09-23,CW001,Store B,8,2025-09-29,BAT-2002
INV-010721,2025-09-23,DG001,Store B,2,2025-09-30,BAT-3935
INV-010722,2025-09-23,KI001,Store B,10,2025-09-29,BAT-6874
INV-010723,2025-09-23,SK001,Store B,9,2025-09-28,BAT-1008
INV-010724,2025-09-23,TV001,Store B,12,2025-09-30,BAT-4112
INV-010725,2025-09-23,VS001,Store B,4,2025-09-28,BAT-6404
INV-010726,2025-09-23,CB001,Store C,9,2025-09-30,BAT-9861
INV-010727,2025-09-23,CW001,Store C,37,2025-09-30,BAT-8761
INV-010728,2025-09-23,DG001,Store C,9,2025-09-30,BAT-2736
INV-010729,2025-09-23,KI001,Store C,10,2025-09-29,BAT-4875
INV-010730,2025-09-23,SK001,Store C,2,2025-09-29,BAT-7071
INV-010731,2025-09-23,TV001,Store C,5,2025-09-28,BAT-1010
INV-010732,2025-09-23,VS001,Store C,6,2025-09-30,BAT-6651
INV-010733,2025-09-23,CB001,WhatsApp,14,2025-09-30,BAT-7607
INV-010734,2025-09-23,CW001,WhatsApp,14,2025-09-30,BAT-6830
INV-010735,2025-09-23,DG001,WhatsApp,6,2025-09-28,BAT-6856
INV-010736,2025-09-23,KI001,WhatsApp,12,2025-09-28,BAT-5277
